2#大烟道温度,CO浓度_mg_m3
140.2,3414.713
139.5,3544.199
139.5,3631.004
140.1,3612.196
140.8,3615.451
141.3,3658.493
141.9,1148.727
142.4,3154.297
143.4,3737.341
144.6,3833.912
146.6,3825.955
147.9,3787.977
148.2,3807.509
148.4,3740.596
148.2,3775.318
148.1,3806.424
147.6,3799.913
148.4,3818.721
149.4,3882.378
150.0,3984.737
149.7,4026.693
148.6,3988.715
147.6,3901.186
146.9,3947.483
146.8,3951.461
147.4,4023.076
148.1,4106.988
148.9,4213.325
149.6,4210.069
150.7,4248.047
151.2,4110.605
150.8,3814.019
149.8,3604.963
149.6,3658.493
149.9,3874.06
150.9,3916.739
151.1,3973.524
151.7,3931.93
151.6,3989.077
152.3,3940.611
153.7,4000.651
156.6,4003.906
157.8,3962.312
158.7,3882.378
159.7,3748.553
160.0,3669.343
159.6,3617.622
159.0,3627.025
158.8,3532.263
158.7,3619.43
157.6,3836.805
155.7,4023.076
154.5,4007.885
157.7,3961.588
160.2,4046.224
158.6,3881.655
156.8,3752.532
155.2,3882.74
154.5,4046.224
151.6,4077.329
147.8,3969.908
145.4,3921.441
143.9,4007.162
144.3,4042.245
146.6,4207.176
149.8,4244.43
152.4,4255.281
154.0,4202.835
154.9,4106.626
155.2,4007.885
154.9,4015.842
154.4,4042.607
153.6,4019.821
153.5,4004.268
154.4,4000.651
156.2,3943.866
157.6,3894.314
157.9,3829.21
157.1,3890.335
156.3,3870.443
156.2,3981.12
157.1,3977.503
158.7,3921.441
159.0,3882.378
159.0,3756.149
160.1,3662.471
161.4,3703.704
161.8,3669.343
159.9,3631.004
158.6,3471.499
156.9,3411.097
154.5,3479.456
152.9,3544.56
151.3,3685.619
147.0,3821.615
143.9,3790.148
143.1,3874.783
144.8,3951.823
146.4,4007.885
148.6,3973.524
151.2,3936.632
152.5,3851.273
151.9,3774.957
151.4,3600.622
151.6,3483.073
151.7,3468.605
152.4,3441.479
153.2,3445.819
153.6,3479.456
153.1,3445.457
152.9,3445.457
152.8,3464.265
153.2,3567.347
153.1,3643.302
152.4,3634.983
151.0,3631.366
151.9,3734.447
156.4,3829.933
158.2,3952.546
159.9,3783.999
158.3,3696.832
156.2,3544.199
153.7,3524.305
151.1,3627.387
148.7,3693.215
147.3,3719.618
147.1,3685.619
147.9,3670.067
149.4,3619.792
150.8,3642.94
151.5,3658.493
149.8,3597.367
148.9,4019.821
148.1,4027.416
147.4,3955.802
146.8,3791.594
146.9,3674.407
148.3,3639.323
150.1,3742.043
150.9,3719.618
150.9,3654.876
150.9,3563.73
151.7,3540.22
153.7,3589.772
153.1,3677.662
152.7,3623.77
152.4,3597.367
152.6,3544.199
152.2,3559.751
152.8,3578.559
154.9,3509.838
157.6,3483.073
159.4,3411.097
158.7,3315.611
157.9,3220.486
156.9,3238.571
154.7,3262.442
152.7,3193.721
150.8,3231.699
149.4,3250.145
149.1,3288.846
151.1,3323.568
151.6,3383.608
151.6,3289.207
151.6,3276.91
151.7,3269.314
151.1,3292.101
149.9,3265.335
148.2,3346.354
147.3,3364.8
146.7,3420.862
147.0,3475.839
148.4,3453.415
150.8,3441.84
153.7,3456.308
156.4,3364.8
159.9,3327.546
161.6,3399.161
161.6,3315.972
160.9,3227.72
158.9,3216.146
155.7,3246.528
153.4,3261.719
152.0,3350.333
150.9,3372.757
150.4,3372.396
151.2,3449.074
152.9,3403.139
154.4,3327.546
155.2,3269.314
154.8,3292.101
153.6,3209.274
152.9,3224.103
152.6,3246.528
152.2,3368.417
150.7,3368.055
148.6,3391.204
149.1,3445.819
150.1,3493.924
150.5,3483.073
149.9,3464.989
149.4,3430.628
150.5,3449.074
152.2,3472.584
154.4,3391.204
156.5,3331.163
157.7,3288.484
155.8,3238.571
152.5,3151.042
150.3,3197.338
147.4,3342.737
145.4,3335.142
145.0,3418.692
147.1,3475.839
148.9,3548.177
150.0,3475.839
150.6,3418.692
151.1,3453.415
153.1,3395.182
155.9,3341.291
157.9,3308.015
157.4,3231.699
155.6,3197.7
153.5,3296.079
152.8,3379.992
154.5,3464.265
157.2,3439.67
158.9,3399.161
160.2,3296.441
161.9,3197.338
161.9,3200.955
160.4,3101.852
158.3,3123.915
155.1,3166.233
153.5,3234.592
152.4,3347.078
150.5,3395.544
150.4,3426.649
151.9,3501.519
151.5,3619.792
151.7,3544.922
150.7,3582.537
151.1,3532.625
153.3,3486.69
155.3,3414.713
156.0,3272.931
155.9,3254.123
155.3,3266.059
155.0,3273.655
153.4,2679.037
153.1,1848.958
153.6,3117.043
153.6,3228.082
154.2,3205.295
154.2,3250.145
153.1,3232.06
150.1,3181.785
148.0,3116.681
147.0,3224.465
146.7,3350.333
146.9,3315.972
147.8,3327.546
149.0,3257.74
150.2,3209.274
152.6,3166.233
150.6,3253.038
147.0,3097.873
145.8,3166.233
145.1,3193.359
144.5,3197.338
144.9,3224.465
148.6,3197.7
148.8,3284.867
147.0,3254.123
145.9,3209.635
146.0,3220.486
147.7,3265.335
149.4,3335.142
150.6,3216.869
150.6,3186.126
149.3,3191.912
146.6,3257.74
143.1,3330.802
140.8,3342.737
140.0,3376.013
140.5,3372.396
141.6,3361.183
142.7,3338.759
144.0,3383.608
145.3,3453.053
145.8,3407.118
145.6,3380.353
145.6,3300.419
145.5,3308.015
145.6,3277.995
145.1,3335.142
144.1,3387.949
143.8,3461.01
145.3,3594.112
148.4,3696.832
150.8,3642.94
152.4,3601.346
153.4,3551.794
153.8,3563.73
151.7,3525.029
148.0,3399.523
145.5,3315.972
144.4,3414.713
144.6,3475.839
145.5,3666.088
147.1,3905.527
148.7,3673.683
149.6,3611.834
150.5,3429.905
150.0,3379.992
148.9,3364.8
146.8,3391.204
145.5,3505.859
148.2,3741.681
150.2,3855.975
152.0,3855.614
152.9,3783.637
154.1,3776.403
154.8,3841.146
155.8,3833.55
157.2,3901.91
155.7,3814.019
155.1,3768.808
155.9,3844.401
157.2,3841.146
157.4,3799.19
156.8,3798.828
155.5,3871.166
153.2,3966.291
151.9,3969.908
150.1,4084.563
148.9,4111.328
148.5,4121.817
149.2,4141.348
150.7,4137.37
153.6,4015.48
156.3,4073.713
158.4,3996.311
158.9,4034.288
157.4,3966.291
156.2,3893.591
154.9,3943.866
154.4,3958.695
154.4,4046.947
154.3,4061.777
154.0,4098.307
153.4,4054.543
153.0,4054.543
152.9,4080.584
152.7,3988.715
153.7,4008.247
155.3,4023.438
157.7,3919.994
159.4,3901.186
159.5,3833.55
159.4,3775.318
159.5,3719.618
159.4,3628.111
159.3,3582.176
159.3,3558.304
159.5,3547.815
160.2,3574.942
160.1,3571.325
160.2,3494.285
159.8,3547.815
158.9,3578.921
157.7,3571.325
156.1,3505.498
154.4,3490.669
153.9,3528.646
153.7,3525.029
153.5,3464.989
154.2,3426.287
155.2,3357.928
156.3,3254.123
157.8,3205.295
159.6,3212.891
158.5,3257.74
156.6,3197.7
155.4,3304.037
155.3,3354.311
157.4,3391.927
159.6,3438.223
160.9,3346.354
160.2,3319.951
159.5,3257.74
159.7,3372.396
160.2,3505.498
160.7,3433.883
160.9,3437.5
161.1,3453.415
162.0,3418.692
163.7,3461.01
165.0,3438.223
165.6,3383.608
165.2,3457.031
164.5,3578.921
163.5,3604.963
161.5,3723.235
158.2,3768.084
156.2,3650.897
155.9,3617.622
155.9,3631.004
156.6,3708.044
157.7,3704.789
157.0,3707.682
156.4,3627.387
156.9,3757.234
157.6,3791.956
157.8,3844.04
156.8,3866.826
155.2,3874.783
154.0,3981.12
152.9,4065.755
151.8,4137.37
152.4,4123.987
153.2,4188.006
153.6,4176.071
153.5,4195.24
152.7,4199.581
151.9,4196.325
149.9,4313.875
149.6,4754.413
149.1,4852.431
149.1,4597.801
149.8,4628.544
150.6,4678.458
151.7,4621.311
152.9,4549.335
154.1,4490.379
155.8,4393.085
157.4,4328.342
158.0,4267.578
157.4,4243.707
156.7,4195.602
155.8,4283.131
153.4,4385.127
153.3,4294.343
152.9,4396.702
153.4,4252.387
154.4,4190.9
155.0,4134.115
155.5,4129.774
155.3,4168.475
154.4,4184.39
152.4,4236.835
149.4,4267.216
148.1,4180.049
146.9,4317.491
146.9,4332.682
146.9,4301.939
147.3,4240.452
148.0,4259.621
148.4,4271.557
148.6,4329.427
148.8,4365.958
149.0,4310.257
147.9,4217.303
146.9,4295.066
148.2,4214.41
148.7,4435.041
148.9,4472.294
149.4,4667.607
150.3,4705.223
151.6,4755.136
155.2,4624.566
158.0,4670.862
161.6,4564.525
164.8,4567.781
166.9,4555.845
168.2,4541.377
167.8,4399.233
164.8,4157.625
162.1,4046.224
160.4,4102.648
157.7,4160.518
155.0,4207.176
153.4,4210.431
152.6,4244.792
152.6,4271.195
153.3,4191.985
154.7,4095.052
156.1,4027.778
157.0,3953.27
157.2,3837.891
155.2,3814.381
153.7,3741.681
152.6,3501.519
152.1,885.778
151.7,3357.567
151.4,3642.94
151.3,3646.919
152.0,3674.407
152.8,3615.451
153.6,3616.175
154.4,3604.963
154.4,3631.727
153.8,3598.09
153.1,3598.09
152.3,3586.878
151.6,3438.223
151.1,3354.311
150.8,3300.419
150.8,3269.314
150.4,3331.163
149.6,3395.544
148.8,3448.713
148.6,3426.287
148.9,3464.989
148.7,3453.415
147.8,3365.162
146.8,3475.839
146.1,3521.05
146.1,3524.305
147.1,3567.347
148.5,3525.029
149.7,3498.264
150.5,3486.328
150.2,3517.433
149.7,3619.792
149.6,3616.175
149.4,3631.366
149.6,3567.347
150.2,3501.881
151.6,3422.309
153.5,3386.14
154.3,3342.737
154.7,3257.74
154.9,3304.037
154.9,3212.891
156.4,3166.233
156.5,3238.571
155.7,3286.314
154.4,3361.183
153.2,3449.436
152.4,3403.139
151.9,3407.118
151.6,3438.223
151.7,3430.628
151.7,3423.033
151.1,3418.692
149.9,3498.264
149.0,3525.029
147.1,3525.029
145.1,3494.285
146.5,3517.433
146.8,3610.026
146.6,3563.73
146.7,3594.112
147.9,3616.175
148.8,3547.815
149.3,3574.942
149.5,3528.284
148.7,3498.264
147.1,3552.156
146.4,3624.132
147.1,3650.535
148.4,3662.471
150.2,3556.135
152.6,3544.199
155.6,3563.73
157.7,3520.689
159.9,3475.839
161.4,3433.883
161.7,3395.182
160.9,3433.883
159.3,3461.01
157.3,3461.01
155.8,3395.544
154.3,3509.838
152.5,3642.94
151.3,3586.516
150.8,3601.346
150.5,3608.579
150.2,3563.73
150.5,3540.22
151.1,3457.031
151.6,3426.287
151.7,3457.031
151.9,3411.097
152.4,3460.648
152.7,3494.285
152.4,3461.01
151.9,3479.094
151.1,3567.347
150.2,3563.006
149.9,3528.646
149.9,3525.029
149.6,3566.623
149.4,3505.859
149.4,3426.287
149.8,3391.927
149.8,3406.033
149.2,3354.311
148.1,3399.523
146.6,3404.586
145.0,3445.819
143.9,3479.456
143.7,3528.646
144.6,3575.666
145.8,3552.156
147.1,3479.456
148.5,3435.692
149.9,3422.309
150.6,3391.927
151.0,3376.736
150.9,3357.567
150.6,3319.951
150.8,3265.335
151.2,3272.57
151.7,3232.06
151.2,3242.549
150.3,3216.869
149.8,3254.123
149.8,3269.676
150.1,3257.74
150.6,3284.867
151.4,3288.846
152.2,3376.736
152.9,3387.587
153.7,3414.713
154.4,3407.118
155.1,3395.544
155.2,3395.544
154.8,3304.037
153.1,3319.951
151.7,3280.527
151.5,3284.867
151.8,3319.951
151.7,3331.163
150.9,3246.528
149.6,3232.06
148.1,3239.294
147.4,3284.867
147.7,3368.417
149.5,3331.163
152.0,3246.528
154.0,3158.999
155.2,3131.872
156.2,3106.192
157.3,3131.872
157.6,3083.767
157.8,3139.468
157.7,3116.681
158.4,3158.637
159.7,3116.681
160.4,3067.853
160.1,3112.703
159.0,3139.106
158.3,3151.403
158.4,3193.721
158.3,3166.233
157.4,3205.295
156.3,3219.763
155.9,3234.592
156.1,3296.441
156.2,3351.418
157.2,3308.015
159.2,3270.037
160.4,3254.123
160.7,3212.167
160.5,3150.318
160.7,3139.468
160.2,3135.127
159.4,3154.297
158.2,3177.084
157.4,3234.954
156.7,3338.759
156.3,3368.417
156.4,3414.713
156.9,3510.2
158.2,3574.942
160.0,3601.346
161.7,3639.323
163.4,3504.774
164.7,3422.309
164.9,3419.054
164.5,3422.309
163.2,3357.567
161.4,3368.417
159.4,3379.992
157.1,3422.309
154.9,3438.223
152.9,3516.71
151.5,3528.646
150.8,3574.942
150.5,3649.812
150.9,3650.535
151.9,3725.767
152.9,3715.639
154.0,3737.703
154.7,3708.044
155.7,3726.852
156.7,3723.235
157.1,3654.876
156.7,3631.366
156.6,3501.519
156.7,3468.244
157.0,3379.992
155.9,3353.588
153.1,3265.335
152.6,3212.891
150.7,3364.8
149.5,3308.015
148.6,3368.417
148.2,3350.333
148.8,3372.396
146.8,3414.352
145.7,3335.142
147.9,3346.354
150.1,3308.015
151.8,3272.931
155.2,3468.244
152.9,3544.56
152.4,3264.974
152.2,3311.632
151.4,3261.719
151.2,3346.354
150.1,3422.309
150.1,3395.544
150.0,3411.097
148.6,3357.567
144.7,3434.245
144.7,3391.927
145.4,3536.242
145.8,3639.323
146.1,3640.408
145.6,3670.067
144.6,3631.366
142.6,3658.493
140.9,3753.617
140.0,2013.166
139.8,2880.859
140.3,3784.361
142.1,3897.931
144.6,3825.593
147.3,3772.063
149.5,3704.789
151.3,3665.365
152.7,3567.347
153.0,3483.435
152.4,3490.669
151.5,3456.669
150.5,3501.881
149.8,3563.73
149.9,3590.133
150.4,3453.053
150.7,3331.163
150.7,3292.101
150.6,3265.335
150.2,3319.951
149.6,3383.608
149.3,3464.989
149.1,3464.989
148.4,3461.01
147.9,3483.073
147.6,3398.438
147.9,3433.883
147.8,3399.161
147.1,3391.204
146.9,3327.546
147.4,3312.355
147.9,3319.951
148.6,3272.931
150.1,3224.465
152.6,3231.699
155.1,3284.867
157.7,3315.972
159.8,3284.867
161.6,3246.528
163.1,3162.977
164.3,3082.682
165.0,3079.065
164.6,3139.468
164.8,3123.915
165.3,3138.382
165.4,3150.318
165.0,3174.19
164.4,3208.55
164.0,3268.953
164.0,3379.992
164.0,3407.118
164.1,3419.054
163.8,3395.544
163.5,3361.183
163.5,3312.355
163.2,3254.123
161.8,3205.295
160.1,3239.294
158.7,3235.677
158.2,3311.632
157.6,3323.568
156.5,3361.183
154.7,3403.139
153.2,3418.692
152.5,3422.309
154.6,3437.138
155.8,3449.436
156.0,3426.287
155.4,3372.396
155.0,3364.8
155.3,3399.523
156.9,3376.013
159.2,3364.8
160.2,3296.441
159.4,3281.25
158.2,3331.163
156.6,3342.737
155.5,3281.25
155.6,3197.7
155.9,3132.234
155.3,2998.77
153.7,2987.919
152.1,3033.131
150.5,3102.937
149.2,3254.123
147.5,3254.123
145.6,3269.676
144.5,3246.889
143.4,3224.465
142.9,3242.549
143.2,3235.315
144.1,3216.869
144.6,3189.019
144.8,3158.999
144.6,3139.829
144.1,3230.614
143.5,3276.91
143.1,3342.737
143.1,3418.692
143.7,3475.477
144.9,3586.516
145.7,3593.75
146.1,3604.601
145.9,3685.257
145.4,3638.961
145.3,3564.453
145.4,3719.256
145.6,3702.98
145.2,3638.961
144.4,3673.683
143.5,3670.067
142.7,3822.7
142.1,3916.739
142.1,4141.348
142.3,4310.619
142.7,4446.615
142.9,4370.298
142.1,4408.275
141.8,4449.87
143.4,4414.063
145.4,4267.578
147.4,4059.245
149.6,3682.002
151.6,3372.396
152.1,3182.509
154.2,3231.699
153.1,3362.269
151.9,2938.006
149.2,3419.054
147.0,3239.294
145.2,3056.641
143.4,2991.537
141.9,3098.959
140.6,3169.85
140.1,3280.527
140.1,3304.037
140.7,3227.72
141.3,3200.955
141.6,3139.106
141.9,3204.933
141.8,3215.784
141.5,1000.072
141.2,81.019
141.3,24.957
141.1,1.447
140.3,1.447
139.8,13.383
139.2,9.404
138.3,13.383
138.0,8019.749
138.8,9995.298
139.6,9998.554
140.3,9998.554
141.0,1086.878
141.3,84.997
140.9,24.957
139.5,20.978
138.0,405.816
136.4,2953.921
135.1,3315.972
133.8,3387.587
133.3,3374.566
133.8,3426.287
134.0,3422.309
133.3,3430.628
132.5,3525.029
132.2,3563.73
132.1,3635.706
132.2,3649.088
132.3,3616.175
132.5,3563.73
132.9,3612.196
134.3,3532.625
135.9,3501.881
137.1,3472.584
137.8,3450.882
139.0,3453.415
140.5,3461.01
141.7,3364.8
142.3,3296.441
142.3,3308.015
142.1,3315.972
142.5,3348.886
143.6,3346.354
145.2,3284.867
145.8,3193.721
145.3,3190.104
144.4,3193.359
143.7,3242.549
142.5,3280.165
141.0,3311.632
139.1,3376.736
137.7,3399.161
137.1,3407.118
136.9,3505.859
136.5,3608.579
135.8,3639.323
136.0,3673.683
137.8,3631.366
141.1,3578.921
143.7,3468.244
145.4,3368.779
145.9,3361.183
145.8,3379.992
145.9,3449.074
146.1,3498.264
146.4,3391.927
146.9,3308.015
147.3,3246.528
147.5,3250.145
147.6,3257.74
147.9,3315.972
148.1,3327.546
148.4,3292.463
148.7,3296.441
148.6,3269.314
147.6,3319.951
146.1,3296.441
144.6,3422.309
143.4,3407.118
142.1,3383.608
140.5,3220.486
139.3,3193.721
139.3,3151.403
140.3,3174.19
141.3,3094.618
142.2,3090.278
142.7,3044.705
142.6,3044.705
142.5,3079.065
142.2,3098.959
141.5,3158.637
140.4,3170.573
139.1,3292.463
138.2,3350.333
138.3,3501.881
139.3,3532.625
140.1,3483.435
140.5,3388.672
140.3,3304.398
140.0,3224.465
140.0,3196.615
139.8,3162.977
139.3,2663.846
138.7,1125.217
138.2,3096.065
137.6,3276.91
137.1,3261.719
136.6,3242.911
136.4,3350.333
136.4,3421.947
136.8,3391.927
137.7,3373.119
138.2,3273.655
138.2,3193.721
137.6,3242.549
137.1,3331.163
137.3,3461.01
138.1,3525.029
138.7,3563.73
140.0,3574.942
141.9,3501.881
144.4,3461.01
146.8,3697.193
147.6,3586.878
147.6,3536.242
147.4,3464.989
147.6,3532.625
147.9,3556.135
147.9,3505.859
147.6,3449.436
147.3,3414.713
147.7,3479.456
148.4,3517.433
149.2,3490.669
150.1,3372.396
150.8,3346.354
150.8,3323.568
150.9,3350.333
151.0,3354.311
151.6,3346.354
152.2,3323.568
152.5,3308.015
152.6,3261.719
152.6,3261.719
152.5,3228.082
152.6,3281.25
151.0,3300.419
148.3,3288.846
147.4,3387.949
147.6,3468.605
148.5,3475.477
149.4,3464.989
150.1,3445.819
150.5,3425.564
150.4,3395.544
150.4,3331.163
150.6,3411.097
150.4,3419.054
150.2,3416.522
149.9,3464.989
149.5,3475.477
148.8,3536.242
148.3,3601.346
148.8,3619.792
149.8,3678.024
151.2,3611.834
152.4,3619.792
153.7,3634.26
155.9,3607.856
159.2,3654.876
161.9,3619.792
163.4,3628.111
164.2,3589.048
164.2,3635.706
162.7,3748.553
160.4,3768.084
158.3,3863.209
156.5,3902.272
155.3,4023.799
154.8,4008.608
155.4,3977.141
156.7,4066.479
158.9,4058.883
160.9,4047.309
162.3,3981.481
163.0,3981.481
163.0,3989.077
162.1,4004.268
159.7,4035.373
158.0,3969.908
156.8,4118.923
156.2,4187.645
155.2,4207.176
155.2,4195.602
156.7,4321.47
157.4,4328.704
156.9,4222.005
155.5,4099.392
153.7,4092.159
151.9,3973.886
149.1,3989.077
147.3,3973.886
145.8,3956.163
144.4,3890.697
143.4,3932.653
142.7,3894.676
142.1,3878.762
141.6,3868.273
141.2,3867.549
140.7,3855.975
140.4,3909.867
140.8,3906.25
141.4,3837.891
142.6,3855.975
143.9,3817.998
144.4,3818.721
143.6,3776.403
142.7,3749.638
142.7,3737.703
143.4,3776.403
144.3,3666.088
144.5,3635.706
144.1,3517.433
143.3,3552.156
142.3,3498.264
141.2,3517.433
140.5,3505.859
140.1,3517.433
140.1,3468.244
141.1,3418.692
142.6,3449.436
144.9,3403.139
146.4,3449.436
146.5,3422.309
145.3,3407.118
143.3,3457.755
141.9,3517.433
141.1,3643.302
140.1,3627.387
139.3,3578.921
139.5,3574.942
141.0,3516.71
142.7,3563.73
144.4,3513.093
145.7,3399.523
146.6,3418.692
147.3,3357.567
147.3,3304.037
147.1,3304.037
147.5,3327.546
148.4,3272.931
149.3,3178.169
149.5,3177.807
149.4,3189.019
148.6,3280.527
147.1,3339.482
145.1,3475.839
143.3,3498.264
141.3,3594.112
140.3,3639.323
140.2,3631.004
141.2,3616.175
142.5,3543.475
143.9,3544.56
145.1,3406.033
145.5,3383.608
145.4,3368.417
144.3,3414.713
141.3,3357.567
139.3,3387.949
137.7,3507.306
136.3,3601.346
135.2,3634.983
135.8,3634.983
137.8,3666.088
139.6,3578.921
140.7,3616.175
141.6,3631.727
142.6,3556.135
143.2,3571.325
142.1,3567.347
141.3,3517.433
140.6,3472.584
139.8,3483.435
138.0,3451.606
137.8,3468.605
138.2,3604.963
138.5,3666.088
138.8,3719.618
138.9,3757.234
139.1,3852.358
139.3,3942.419
139.8,3981.481
140.3,3997.396
140.7,4008.608
140.7,3952.546
140.6,3859.954
141.1,3886.719
141.6,3858.507
141.9,3822.7
142.1,3794.85
142.4,3768.808
142.9,3745.298
143.5,3772.063
143.6,3708.767
143.3,3677.662
143.4,3685.257
143.9,3689.598
144.1,3646.919
143.7,3631.366
141.0,3563.73
139.1,3552.156
138.4,3604.963
138.7,3634.983
139.8,3708.767
141.3,3749.277
142.7,3741.681
142.9,3719.618
142.9,3768.808
142.5,3848.38
141.3,3913.846
141.1,3925.058
142.1,4051.287
142.8,4066.479
143.7,3993.055
144.7,3996.672
146.2,3929.037
147.9,3875.145
148.4,3795.573
147.9,3708.767
146.4,3548.177
145.8,3665.726
144.9,4153.646
141.3,3742.405
139.2,3547.815
138.6,3540.22
139.1,3590.133
140.5,3627.387
141.1,3594.112
142.5,3441.84
144.5,3419.416
146.7,3383.608
149.1,3300.419
151.1,3209.274
152.5,3131.872
153.8,3021.195
155.5,923.032
157.1,2611.039
157.9,2994.792
157.5,3013.961
156.3,3071.832
154.9,3139.468
154.3,3219.763
154.4,3189.743
154.0,3200.593
152.3,3231.699
151.6,3258.102
150.4,3335.142
149.9,3379.992
149.4,3386.502
148.9,3361.183
148.6,3423.394
148.4,3601.346
148.1,3620.515
147.9,3669.343
148.0,3571.325
148.1,3528.646
147.9,3419.054
147.5,3430.628
146.9,3372.396
146.5,3395.182
146.3,3338.759
146.7,3276.91
147.2,3212.891
147.8,3128.617
148.8,3121.022
149.2,3158.637
148.7,3147.063
147.5,3230.975
146.9,3220.125
146.4,3228.082
145.7,3300.419
143.7,3357.567
142.4,3379.992
140.1,3468.605
137.1,3501.881
137.4,3505.859
138.9,3616.175
139.7,3571.325
140.1,3525.029
140.1,3525.029
140.1,3521.05
140.1,3612.196
140.9,3590.133
141.7,3627.387
142.1,3612.196
142.1,3547.815
141.6,3521.05
141.6,3521.05
141.6,3505.859
141.1,3517.433
140.3,3454.5
139.5,3461.01
139.1,3546.369
138.7,3574.942
138.8,3563.73
138.6,3598.09
139.0,3604.963
139.3,3588.325
139.9,3559.389
140.7,3566.623
141.3,3571.325
141.6,3494.285
141.6,3563.73
141.8,3567.347
142.6,3567.347
144.4,3559.751
146.4,3468.244
146.9,3365.162
146.5,3292.463
145.6,3300.419
144.9,3407.118
144.6,3450.882
145.1,3494.285
147.6,3457.031
149.1,3383.608
149.9,3331.163
150.1,3277.272
150.1,3323.568
149.1,3368.417
147.0,3350.333
145.4,3376.736
143.9,3327.546
141.7,3338.759
139.6,3272.931
139.2,3265.335
139.8,3403.139
140.0,3434.245
140.5,3426.287
141.4,3315.972
142.3,3311.632
141.1,3232.06
140.1,3234.954
139.3,3235.315
140.0,3308.377
140.8,3372.396
141.9,3368.779
143.2,3312.355
144.1,3312.355
145.3,3281.25
146.0,3292.463
145.7,3300.419
144.6,3353.588
144.2,3292.101
145.5,3327.546
144.9,3368.417
143.4,3489.945
142.8,3504.774
142.7,3536.242
142.4,3571.325
142.4,3567.347
143.6,3627.387
145.5,3631.366
147.8,3509.838
150.2,3289.93
151.7,3162.977
152.1,3135.851
151.4,3109.809
150.5,3109.447
148.8,3127.894
146.3,3154.297
144.0,3223.38
143.1,3238.571
143.4,3269.314
143.8,3288.484
144.0,3288.846
144.4,3269.314
145.7,3343.099
147.0,3343.822
148.0,3269.676
148.9,3162.254
149.4,3181.785
149.3,3162.977
149.2,3216.146
149.6,3158.999
150.2,3135.127
151.1,3094.618
152.2,3075.449
152.8,3006.004
152.4,3028.429
150.6,3010.344
149.3,3055.917
148.6,3513.455
146.6,3335.142
144.4,3272.931
143.2,3304.037
142.2,3353.588
143.1,3350.333
144.8,3395.544
145.6,3399.523
145.5,3402.778
146.1,3335.142
146.6,3338.759
146.5,3323.568
146.3,3284.867
145.4,3312.355
144.5,3319.951
144.6,3331.163
145.6,3368.417
146.6,3308.377
