1#大烟道负压,CO浓度_mg_m3
-14.44,3921.441
-14.473,3882.378
-14.469,3756.149
-14.412,3662.471
-14.378,3703.704
-14.436,3669.343
-14.196,3631.004
-14.183,3471.499
-14.167,3411.097
-14.157,3479.456
-14.097,3544.56
-14.147,3685.619
-14.149,3821.615
-14.146,3790.148
-14.172,3874.783
-14.176,3951.823
-14.181,4007.885
-14.183,3973.524
-14.183,3936.632
-14.209,3851.273
-14.165,3774.957
-13.984,3600.622
-13.998,3483.073
-13.993,3468.605
-13.988,3441.479
-13.984,3445.819
-13.987,3479.456
-13.978,3445.457
-13.959,3445.457
-13.947,3464.265
-13.883,3567.347
-13.942,3643.302
-13.928,3634.983
-13.93,3631.366
-13.837,3734.447
-13.83,3829.933
-13.845,3952.546
-13.899,3783.999
-13.909,3696.832
-13.911,3544.199
-13.906,3524.305
-13.909,3627.387
-13.923,3693.215
-13.924,3719.618
-13.94,3685.619
-13.924,3670.067
-13.902,3619.792
-13.904,3642.94
-13.827,3658.493
-13.73,3597.367
-13.864,4019.821
-13.848,4027.416
-13.848,3955.802
-13.854,3791.594
-13.842,3674.407
-13.808,3639.323
-13.82,3742.043
-13.829,3719.618
-13.865,3654.876
-13.875,3563.73
-13.774,3540.22
-13.818,3589.772
-13.793,3677.662
-13.786,3623.77
-13.801,3597.367
-13.826,3544.199
-13.808,3559.751
-13.805,3578.559
-13.798,3509.838
-13.798,3483.073
-13.818,3411.097
-13.793,3315.611
-13.794,3220.486
-13.801,3238.571
-13.8,3262.442
-13.794,3193.721
-13.812,3231.699
-13.816,3250.145
-13.79,3288.846
-13.787,3323.568
-13.797,3383.608
-13.794,3289.207
-13.808,3276.91
-13.792,3269.314
-13.782,3292.101
-13.83,3265.335
-13.823,3346.354
-13.817,3364.8
-13.817,3420.862
-13.82,3475.839
-13.824,3453.415
-13.831,3441.84
-13.829,3456.308
-13.797,3364.8
-13.768,3327.546
-13.805,3399.161
-13.81,3315.972
-13.807,3227.72
-13.848,3216.146
-13.86,3246.528
-13.856,3261.719
-13.868,3350.333
-13.858,3372.757
-13.864,3372.396
-13.86,3449.074
-13.878,3403.139
-13.861,3327.546
-13.856,3269.314
-13.874,3292.101
-13.883,3209.274
-13.878,3224.103
-13.878,3246.528
-13.884,3368.417
-13.892,3368.055
-13.86,3391.204
-14.1,3445.819
-14.1,3493.924
-14.129,3483.073
-14.128,3464.989
-14.119,3430.628
-14.119,3449.074
-14.105,3472.584
-14.086,3391.204
-14.101,3331.163
-14.091,3288.484
-14.138,3238.571
-14.075,3151.042
-14.07,3197.338
-14.106,3342.737
-14.111,3335.142
-14.073,3418.692
-14.083,3475.839
-14.072,3548.177
-14.079,3475.839
-14.096,3418.692
-14.108,3453.415
-14.113,3395.182
-14.129,3341.291
-14.168,3308.015
-14.164,3231.699
-14.141,3197.7
-14.128,3296.079
-14.113,3379.992
-14.124,3464.265
-14.115,3439.67
-14.113,3399.161
-14.099,3296.441
-14.097,3197.338
-14.08,3200.955
-14.07,3101.852
-14.135,3123.915
-14.138,3166.233
-14.134,3234.592
-14.668,3347.078
-14.68,3395.544
-14.636,3426.649
-14.661,3501.519
-14.657,3619.792
-14.69,3544.922
-14.695,3582.537
-14.688,3532.625
-14.123,3486.69
-14.113,3414.713
-14.106,3272.931
-14.104,3254.123
-14.099,3266.059
-14.127,3273.655
-14.15,2679.037
-14.169,1848.958
-14.173,3117.043
-14.115,3228.082
-14.083,3205.295
-14.081,3250.145
-14.151,3232.06
-14.184,3181.785
-14.192,3116.681
-14.191,3224.465
-14.188,3350.333
-14.202,3315.972
-14.225,3327.546
-14.23,3257.74
-14.162,3209.274
-14.146,3166.233
-13.928,3253.038
-14.034,3097.873
-14.086,3166.233
-14.093,3193.359
-14.066,3197.338
-14.087,3224.465
-14.011,3197.7
-14.07,3284.867
-14.099,3254.123
-14.086,3209.635
-14.063,3220.486
-14.07,3265.335
-14.073,3335.142
-14.068,3216.869
-14.07,3186.126
-14.06,3191.912
-14.081,3257.74
-14.076,3330.802
-14.081,3342.737
-14.102,3376.013
-14.112,3372.396
-14.074,3361.183
-14.061,3338.759
-14.135,3383.608
-14.13,3453.053
-14.172,3407.118
-14.183,3380.353
-14.171,3300.419
-14.154,3308.015
-14.247,3277.995
-14.232,3335.142
-14.239,3387.949
-14.19,3461.01
-14.187,3594.112
-14.199,3696.832
-14.194,3642.94
-14.191,3601.346
-14.176,3551.794
-14.174,3563.73
-14.236,3525.029
-14.223,3399.523
-14.249,3315.972
-14.217,3414.713
-14.094,3475.839
-14.221,3666.088
-14.248,3905.527
-14.199,3673.683
-14.239,3611.834
-14.244,3429.905
-14.232,3379.992
-14.232,3364.8
-13.948,3391.204
-13.953,3505.859
-13.946,3741.681
-13.942,3855.975
-13.959,3855.614
-13.965,3783.637
-13.959,3776.403
-13.942,3841.146
-13.966,3833.55
-13.967,3901.91
-13.978,3814.019
-13.977,3768.808
-13.97,3844.401
-13.954,3841.146
-13.951,3799.19
-13.936,3798.828
-13.942,3871.166
-13.928,3966.291
-13.931,3969.908
-13.949,4084.563
-13.956,4111.328
-13.961,4121.817
-13.967,4141.348
-13.937,4137.37
-13.932,4015.48
-13.94,4073.713
-13.982,3996.311
-13.974,4034.288
-13.978,3966.291
-13.986,3893.591
-13.999,3943.866
-14.004,3958.695
-14.0,4046.947
-14.012,4061.777
-14.021,4098.307
-14.031,4054.543
-14.031,4054.543
-14.033,4080.584
-14.037,3988.715
-14.037,4008.247
-14.041,4023.438
-14.03,3919.994
-14.025,3901.186
-14.014,3833.55
-13.999,3775.318
-13.995,3719.618
-13.97,3628.111
-13.965,3582.176
-13.968,3558.304
-13.959,3547.815
-13.985,3574.942
-13.98,3571.325
-13.967,3494.285
-13.929,3547.815
-13.923,3578.921
-13.939,3571.325
-13.944,3505.498
-13.944,3490.669
-13.939,3528.646
-13.946,3525.029
-13.959,3464.989
-13.974,3426.287
-13.97,3357.928
-13.954,3254.123
-14.096,3205.295
-14.082,3212.891
-14.143,3257.74
-14.151,3197.7
-14.177,3304.037
-14.174,3354.311
-14.191,3391.927
-14.16,3438.223
-13.891,3346.354
-13.836,3319.951
-13.789,3257.74
-13.792,3372.396
-13.787,3505.498
-13.78,3433.883
-13.767,3437.5
-13.766,3453.415
-13.745,3418.692
-13.699,3461.01
-13.706,3438.223
-13.657,3383.608
-13.647,3457.031
-13.599,3578.921
-13.587,3604.963
-13.627,3723.235
-13.696,3768.084
-13.735,3650.897
-13.735,3617.622
-13.74,3631.004
-13.741,3708.044
-13.752,3704.789
-13.751,3707.682
-13.749,3627.387
-13.751,3757.234
-13.722,3791.956
-13.724,3844.04
-13.681,3866.826
-13.662,3874.783
-13.675,3981.12
-13.675,4065.755
-13.685,4137.37
-13.707,4123.987
-13.715,4188.006
-13.724,4176.071
-13.722,4195.24
-13.724,4199.581
-13.794,4196.325
-13.929,4313.875
-14.015,4754.413
-14.448,4852.431
-14.564,4597.801
-14.589,4628.544
-14.61,4678.458
-14.631,4621.311
-14.648,4549.335
-14.638,4490.379
-14.641,4393.085
-14.632,4328.342
-14.632,4267.578
-14.624,4243.707
-14.608,4195.602
-14.679,4283.131
-14.643,4385.127
-14.686,4294.343
-14.379,4396.702
-14.172,4252.387
-14.176,4190.9
-14.176,4134.115
-14.166,4129.774
-14.168,4168.475
-14.185,4184.39
-14.165,4236.835
-14.165,4267.216
-14.16,4180.049
-13.77,4317.491
-14.545,4332.682
-14.548,4301.939
-14.529,4240.452
-14.53,4259.621
-14.519,4271.557
-14.521,4329.427
-14.518,4365.958
-14.54,4310.257
-14.579,4217.303
-14.537,4295.066
-14.516,4214.41
-15.047,4435.041
-15.084,4472.294
-15.075,4667.607
-15.07,4705.223
-15.025,4755.136
-15.01,4624.566
-15.066,4670.862
-15.15,4564.525
-15.202,4567.781
-15.149,4555.845
-15.101,4541.377
-14.725,4399.233
-14.585,4157.625
-14.582,4046.224
-14.423,4102.648
-14.421,4160.518
-14.432,4207.176
-14.437,4210.431
-14.451,4244.792
-14.489,4271.195
-14.507,4191.985
-14.537,4095.052
-14.564,4027.778
-14.556,3953.27
-14.395,3837.891
-14.297,3814.381
-14.28,3741.681
-14.289,3501.519
-14.027,885.778
-14.005,3357.567
-13.996,3642.94
-13.996,3646.919
-14.012,3674.407
-14.005,3615.451
-13.998,3616.175
-14.005,3604.963
-13.996,3631.727
-13.986,3598.09
-13.987,3598.09
-13.982,3586.878
-13.996,3438.223
-13.999,3354.311
-14.006,3300.419
-14.044,3269.314
-14.036,3331.163
-14.022,3395.544
-14.004,3448.713
-14.005,3426.287
-14.002,3464.989
-13.991,3453.415
-14.002,3365.162
-13.995,3475.839
-14.214,3521.05
-14.28,3524.305
-14.279,3567.347
-14.291,3525.029
-14.285,3498.264
-14.258,3486.328
-14.232,3517.433
-14.225,3619.792
-14.24,3616.175
-14.239,3631.366
-14.248,3567.347
-14.239,3501.881
-14.248,3422.309
-13.972,3386.14
-13.965,3342.737
-13.967,3257.74
-13.996,3304.037
-13.953,3212.891
-13.959,3166.233
-13.909,3238.571
-13.907,3286.314
-13.906,3361.183
-13.928,3449.436
-13.917,3403.139
-13.936,3407.118
-13.942,3438.223
-13.956,3430.628
-13.948,3423.033
-13.935,3418.692
-13.93,3498.264
-13.92,3525.029
-13.94,3525.029
-13.927,3494.285
-13.928,3517.433
-13.946,3610.026
-13.935,3563.73
-13.948,3594.112
-13.951,3616.175
-13.95,3547.815
-13.951,3574.942
-13.947,3528.284
-13.944,3498.264
-13.948,3552.156
-13.943,3624.132
-13.943,3650.535
-13.944,3662.471
-13.93,3556.135
-13.93,3544.199
-13.883,3563.73
-13.883,3520.689
-13.871,3475.839
-13.852,3433.883
-13.852,3395.182
-13.831,3433.883
-13.848,3461.01
-13.843,3461.01
-13.819,3395.544
-13.838,3509.838
-13.855,3642.94
-13.848,3586.516
-13.861,3601.346
-13.865,3608.579
-13.88,3563.73
-13.888,3540.22
-14.048,3457.031
-14.059,3426.287
-14.055,3457.031
-14.059,3411.097
-14.055,3460.648
-14.052,3494.285
-14.04,3461.01
-14.045,3479.094
-14.037,3567.347
-14.034,3563.006
-14.049,3528.646
-14.061,3525.029
-14.073,3566.623
-14.082,3505.859
-14.091,3426.287
-14.078,3391.927
-14.071,3406.033
-14.067,3354.311
-14.071,3399.523
-14.079,3404.586
-14.083,3445.819
-14.086,3479.456
-14.087,3528.646
-14.096,3575.666
-14.1,3552.156
-14.338,3479.456
-14.385,3435.692
-14.38,3422.309
-14.367,3391.927
-14.372,3376.736
-14.369,3357.567
-14.361,3319.951
-14.375,3265.335
-14.367,3272.57
-14.373,3232.06
-14.369,3242.549
-14.365,3216.869
-14.355,3254.123
-14.342,3269.676
-14.354,3257.74
-14.359,3284.867
-14.355,3288.846
-14.352,3376.736
-14.355,3387.587
-14.341,3414.713
-14.341,3407.118
-14.334,3395.544
-14.353,3395.544
-14.353,3304.037
-14.352,3319.951
-14.354,3280.527
-14.346,3284.867
-14.354,3319.951
-14.348,3331.163
-14.343,3246.528
-14.348,3232.06
-14.342,3239.294
-14.336,3284.867
-14.346,3368.417
-14.339,3331.163
-14.345,3246.528
-14.323,3158.999
-14.319,3131.872
-14.294,3106.192
-14.285,3131.872
-14.273,3083.767
-14.266,3139.468
-14.266,3116.681
-14.266,3158.637
-14.27,3116.681
-14.232,3067.853
-14.226,3112.703
-14.214,3139.106
-14.198,3151.403
-14.195,3193.721
-14.365,3166.233
-14.375,3205.295
-14.48,3219.763
-14.486,3234.592
-14.477,3296.441
-14.478,3351.418
-14.45,3308.015
-14.443,3270.037
-14.44,3254.123
-14.443,3212.167
-14.44,3150.318
-14.44,3139.468
-14.442,3135.127
-14.436,3154.297
-14.439,3177.084
-14.435,3234.954
-14.431,3338.759
-14.428,3368.417
-14.45,3414.713
-14.434,3510.2
-14.432,3574.942
-14.437,3601.346
-14.242,3639.323
-14.188,3504.774
-14.186,3422.309
-14.176,3419.054
-14.165,3422.309
-14.165,3357.567
-14.155,3368.417
-14.157,3379.992
-14.16,3422.309
-14.166,3438.223
-14.179,3516.71
-14.188,3528.646
-14.195,3574.942
-14.198,3649.812
-14.21,3650.535
-14.214,3725.767
-14.214,3715.639
-14.218,3737.703
-14.221,3708.044
-14.224,3726.852
-14.236,3723.235
-14.239,3654.876
-14.244,3631.366
-14.242,3501.519
-14.251,3468.244
-14.223,3379.992
-14.26,3353.588
-14.241,3265.335
-14.265,3212.891
-14.265,3364.8
-14.271,3308.015
-14.271,3368.417
-14.23,3350.333
-14.242,3372.396
-14.286,3414.352
-14.262,3335.142
-14.284,3346.354
-14.162,3308.015
-14.204,3272.931
-14.285,3468.244
-14.274,3544.56
-14.251,3264.974
-14.271,3311.632
-14.255,3261.719
-14.24,3346.354
-14.247,3422.309
-14.244,3395.544
-14.226,3411.097
-14.27,3357.567
-14.241,3434.245
-14.476,3391.927
-14.489,3536.242
-14.498,3639.323
-14.503,3640.408
-14.484,3670.067
-14.478,3631.366
-14.48,3658.493
-14.478,3753.617
-14.493,2013.166
-14.507,2880.859
-14.517,3784.361
-14.534,3897.931
-14.56,3825.593
-14.559,3772.063
-14.574,3704.789
-14.561,3665.365
-14.568,3567.347
-14.563,3483.435
-14.559,3490.669
-14.834,3456.669
-14.837,3501.881
-14.85,3563.73
-14.865,3590.133
-14.856,3453.053
-14.846,3331.163
-14.846,3292.101
-14.833,3265.335
-14.808,3319.951
-14.805,3383.608
-14.808,3464.989
-14.823,3464.989
-14.845,3461.01
-14.868,3483.073
-14.852,3398.438
-14.865,3433.883
-14.868,3399.161
-14.859,3391.204
-14.868,3327.546
-14.875,3312.355
-14.873,3319.951
-14.854,3272.931
-14.86,3224.465
-14.867,3231.699
-14.852,3284.867
-14.84,3315.972
-14.756,3284.867
-14.578,3246.528
-14.561,3162.977
-14.522,3082.682
-14.519,3079.065
-14.511,3139.468
-14.413,3123.915
-14.459,3138.382
-14.454,3150.318
-14.45,3174.19
-14.455,3208.55
-14.447,3268.953
-14.444,3379.992
-14.455,3407.118
-14.472,3419.054
-14.495,3395.544
-14.496,3361.183
-14.495,3312.355
-14.491,3254.123
-14.497,3205.295
-14.497,3239.294
-14.512,3235.677
-14.531,3311.632
-14.53,3323.568
-14.53,3361.183
-14.548,3403.139
-14.533,3418.692
-14.44,3422.309
-14.431,3437.138
-14.348,3449.436
-14.291,3426.287
-14.254,3372.396
-14.243,3364.8
-14.326,3399.523
-14.336,3376.013
-14.343,3364.8
-14.324,3296.441
-14.305,3281.25
-14.307,3331.163
-14.319,3342.737
-14.329,3281.25
-14.352,3197.7
-14.371,3132.234
-14.372,2998.77
-14.356,2987.919
-14.355,3033.131
-14.363,3102.937
-14.364,3254.123
-14.059,3254.123
-14.151,3269.676
-14.154,3246.889
-14.165,3224.465
-14.153,3242.549
-14.141,3235.315
-14.166,3216.869
-14.183,3189.019
-14.155,3158.999
-14.16,3139.829
-14.157,3230.614
-14.147,3276.91
-14.13,3342.737
-14.135,3418.692
-14.127,3475.477
-14.145,3586.516
-14.155,3593.75
-14.162,3604.601
-14.192,3685.257
-14.442,3638.961
-14.496,3564.453
-14.467,3719.256
-14.455,3702.98
-14.45,3638.961
-14.537,3673.683
-14.793,3670.067
-15.145,3822.7
-15.678,3916.739
-16.069,4141.348
-16.109,4310.619
-16.29,4446.615
-16.451,4370.298
-16.465,4408.275
-16.47,4449.87
-16.461,4414.063
-15.585,4267.578
-15.398,4059.245
-15.01,3682.002
-14.782,3372.396
-14.654,3182.509
-14.673,3231.699
-13.912,3362.269
-14.226,2938.006
-13.996,3419.054
-14.003,3239.294
-13.966,3056.641
-13.989,2991.537
-14.388,3098.959
-14.378,3169.85
-14.369,3280.527
-14.38,3304.037
-14.39,3227.72
-14.615,3200.955
-14.673,3139.106
-14.688,3204.933
-14.691,3215.784
-14.692,1000.072
-14.714,81.019
-14.716,24.957
-14.718,1.447
-14.721,1.447
-14.71,13.383
-14.723,9.404
-14.718,13.383
-14.723,8019.749
-14.516,9995.298
-14.483,9998.554
-14.458,9998.554
-14.451,1086.878
-14.442,84.997
-14.428,24.957
-14.421,20.978
-14.421,405.816
-14.439,2953.921
-14.44,3315.972
-14.442,3387.587
-14.48,3374.566
-14.508,3426.287
-14.503,3422.309
-14.536,3430.628
-14.528,3525.029
-14.528,3563.73
-14.538,3635.706
-14.544,3649.088
-14.561,3616.175
-14.564,3563.73
-14.585,3612.196
-14.587,3532.625
-14.582,3501.881
-14.579,3472.584
-14.582,3450.882
-14.582,3453.415
-14.582,3461.01
-14.568,3364.8
-14.557,3296.441
-14.549,3308.015
-14.544,3315.972
-14.536,3348.886
-14.552,3346.354
-14.551,3284.867
-14.555,3193.721
-14.547,3190.104
-14.542,3193.359
-14.525,3242.549
-14.516,3280.165
-14.514,3311.632
-14.517,3376.736
-14.516,3399.161
-14.972,3407.118
-14.973,3505.859
-14.988,3608.579
-15.0,3639.323
-15.007,3673.683
-15.017,3631.366
-15.028,3578.921
-15.026,3468.244
-15.007,3368.779
-14.991,3361.183
-14.978,3379.992
-14.981,3449.074
-15.014,3498.264
-15.029,3391.927
-15.021,3308.015
-15.016,3246.528
-15.291,3250.145
-15.279,3257.74
-15.27,3315.972
-15.265,3327.546
-15.289,3292.463
-15.318,3296.441
-15.308,3269.314
-15.315,3319.951
-15.31,3296.441
-15.284,3422.309
-15.165,3407.118
-14.549,3383.608
-14.554,3220.486
-14.553,3193.721
-14.557,3151.403
-14.56,3174.19
-14.557,3094.618
-14.548,3090.278
-14.557,3044.705
-14.54,3044.705
-14.538,3079.065
-14.535,3098.959
-14.521,3158.637
-14.788,3170.573
-14.844,3292.463
-15.252,3350.333
-15.256,3501.881
-15.281,3532.625
-15.3,3483.435
-14.805,3388.672
-14.568,3304.398
-14.563,3224.465
-14.53,3196.615
-14.529,3162.977
-14.523,2663.846
-14.521,1125.217
-14.497,3096.065
-14.417,3276.91
-14.455,3261.719
-14.448,3242.911
-14.444,3350.333
-14.459,3421.947
-14.478,3391.927
-14.48,3373.119
-14.474,3273.655
-14.421,3193.721
-14.402,3242.549
-14.393,3331.163
-14.402,3461.01
-14.404,3525.029
-14.414,3563.73
-14.423,3574.942
-14.327,3501.881
-14.683,3461.01
-14.716,3697.193
-14.675,3586.878
-14.669,3536.242
-14.661,3464.989
-14.667,3532.625
-14.673,3556.135
-14.686,3505.859
-14.688,3449.436
-14.673,3414.713
-14.676,3479.456
-14.694,3517.433
-14.692,3490.669
-14.683,3372.396
-14.665,3346.354
-14.661,3323.568
-14.669,3350.333
-14.667,3354.311
-14.667,3346.354
-14.664,3323.568
-14.672,3308.015
-14.661,3261.719
-14.66,3261.719
-14.629,3228.082
-14.631,3281.25
-14.673,3300.419
-14.638,3288.846
-14.636,3387.949
-14.649,3468.605
-14.651,3475.477
-14.672,3464.989
-14.677,3445.819
-14.676,3425.564
-14.654,3395.544
-14.65,3331.163
-14.657,3411.097
-14.688,3419.054
-14.699,3416.522
-14.702,3464.989
-14.7,3475.477
-14.702,3536.242
-14.702,3601.346
-14.698,3619.792
-14.697,3678.024
-14.695,3611.834
-14.533,3619.792
-14.508,3634.26
-14.51,3607.856
-14.531,3654.876
-14.541,3619.792
-14.544,3628.111
-14.536,3589.048
-14.514,3635.706
-14.499,3748.553
-14.483,3768.084
-14.47,3863.209
-14.481,3902.272
-14.496,4023.799
-14.518,4008.608
-14.544,3977.141
-14.541,4066.479
-14.316,4058.883
-14.233,4047.309
-14.213,3981.481
-14.206,3981.481
-14.187,3989.077
-14.213,4004.268
-14.136,4035.373
-14.12,3969.908
-14.117,4118.923
-14.056,4187.645
-14.638,4207.176
-14.818,4195.602
-14.82,4321.47
-14.807,4328.704
-14.781,4222.005
-14.635,4099.392
-14.592,4092.159
-14.609,3973.886
-14.311,3989.077
-14.336,3973.886
-14.331,3956.163
-14.341,3890.697
-14.327,3932.653
-14.329,3894.676
-14.317,3878.762
-14.308,3868.273
-14.317,3867.549
-14.311,3855.975
-14.383,3909.867
-14.405,3906.25
-14.414,3837.891
-14.646,3855.975
-14.977,3817.998
-14.97,3818.721
-14.987,3776.403
-14.972,3749.638
-14.987,3737.703
-14.724,3776.403
-14.725,3666.088
-14.717,3635.706
-14.721,3517.433
-14.7,3552.156
-14.704,3498.264
-14.704,3517.433
-14.665,3505.859
-14.622,3517.433
-14.617,3468.244
-14.605,3418.692
-14.603,3449.436
-14.603,3403.139
-14.604,3449.436
-14.589,3422.309
-14.579,3407.118
-14.582,3457.755
-14.585,3517.433
-14.572,3643.302
-14.587,3627.387
-14.6,3578.921
-14.597,3574.942
-14.642,3516.71
-14.653,3563.73
-14.657,3513.093
-14.65,3399.523
-14.624,3418.692
-14.624,3357.567
-14.601,3304.037
-14.597,3304.037
-14.591,3327.546
-14.571,3272.931
-14.549,3178.169
-14.529,3177.807
-14.51,3189.019
-14.492,3280.527
-14.474,3339.482
-14.47,3475.839
-14.469,3498.264
-14.485,3594.112
-14.608,3639.323
-14.617,3631.004
-14.631,3616.175
-14.636,3543.475
-14.643,3544.56
-14.649,3406.033
-14.646,3383.608
-14.534,3368.417
-14.38,3414.713
-14.373,3357.567
-14.369,3387.949
-14.383,3507.306
-14.395,3601.346
-14.394,3634.983
-14.409,3634.983
-14.393,3666.088
-14.393,3578.921
-14.402,3616.175
-14.391,3631.727
-14.356,3556.135
-14.374,3571.325
-14.094,3567.347
-14.092,3517.433
-14.082,3472.584
-14.093,3483.435
-14.363,3451.606
-14.35,3468.605
-14.331,3604.963
-14.324,3666.088
-14.343,3719.618
-14.601,3757.234
-14.589,3852.358
-14.603,3942.419
-14.61,3981.481
-14.613,3997.396
-14.66,4008.608
-14.671,3952.546
-14.685,3859.954
-14.691,3886.719
-14.7,3858.507
-14.703,3822.7
-14.713,3794.85
-14.718,3768.808
-14.436,3745.298
-14.429,3772.063
-14.416,3708.767
-14.413,3677.662
-14.427,3685.257
-14.42,3689.598
-14.416,3646.919
-14.421,3631.366
-14.436,3563.73
-14.431,3552.156
-14.402,3604.963
-14.397,3634.983
-14.391,3708.767
-14.392,3749.277
-14.38,3741.681
-14.368,3719.618
-14.353,3768.808
-14.365,3848.38
-14.365,3913.846
-14.352,3925.058
-14.395,4051.287
-14.658,4066.479
-14.725,3993.055
-14.717,3996.672
-14.706,3929.037
-14.695,3875.145
-14.729,3795.573
-14.754,3708.767
-14.639,3548.177
-15.041,3665.726
-14.462,4153.646
-14.553,3742.405
-14.556,3547.815
-14.554,3540.22
-14.521,3590.133
-14.533,3627.387
-14.523,3594.112
-14.528,3441.84
-14.522,3419.416
-14.521,3383.608
-14.538,3300.419
-14.556,3209.274
-14.561,3131.872
-14.541,3021.195
-14.515,923.032
-14.489,2611.039
-14.484,2994.792
-14.467,3013.961
-14.459,3071.832
-14.466,3139.468
-14.458,3219.763
-14.444,3189.743
-14.457,3200.593
