负压_kPa,实际温度_°C,预测温度_°C
-16.852,89.35,91.3857374592584
-16.833,93.35,92.47493239144073
-16.833,92.19999999999999,93.2726612933095
-16.82,90.75,93.88639251579825
-16.808,93.44999999999999,92.11162397264651
-16.654,89.05,91.14854709124998
-16.474,88.1,89.54788743466088
-16.314,94.55,93.66125164142449
-16.194,89.94999999999999,92.21030902045993
-15.766,90.95,101.98865725375722
-15.455,87.4,87.92570629368704
-15.388,96.15,93.96086094401244
-15.342,87.85,90.85570399032146
-15.214,85.45,87.22500305791311
-15.214,84.80000000000001,85.50276838414658
-15.211,84.7,85.57886050635383
-15.198,84.05,86.501774013466
-15.181,84.44999999999999,86.82326631542556
-15.18,83.85,86.61842080932462
-15.178,85.45,86.13165126376153
-15.173,83.85,85.6661024357358
-15.161,84.85,86.72112890157929
-15.158,84.9,85.68078413738593
-15.15,83.6,86.65145371285531
-15.144,82.6,86.15233305077398
-15.139,84.2,86.5875963804829
-15.139,82.65,86.27899308195714
-15.137,82.45,86.57934347202219
-15.136,82.0,85.87909822447696
-15.135,83.7,86.78462357630912
-15.129,81.6,85.73445078375674
-15.125,81.1,85.6912346938455
-15.123,82.35,86.06309381369205
-15.117,82.5,86.53734459775868
-15.114,82.19999999999999,86.58568226296906
-15.11,81.35,85.2757014368111
-15.107,82.05,86.45013129633249
-15.105,82.1,86.60109415896626
-15.1,82.7,86.1136991423745
-15.099,82.85,86.14281294840595
-15.073,82.4,86.61389376570818
-15.032,95.65,105.67001897236342
-15.019,98.15,110.22674082663566
-15.018,97.55,94.02612040719329
-14.997,83.55,84.9898365661071
-14.996,85.4,86.2278520650872
-14.994,85.65,86.42123826479725
-14.993,83.4,85.10318263319333
-14.992,83.3,84.90371622559623
-14.986,84.1,85.19060837323977
-14.978,84.80000000000001,86.0984439685471
-14.968,84.5,85.9357055095531
-14.967,84.3,85.77769475485354
-14.938,83.15,85.69219200584617
-14.932,85.15,90.39208759537863
-14.927,83.05000000000001,85.03975930031497
-14.923,86.85,92.12697798941343
-14.908,86.80000000000001,92.6930419246576
-14.903,82.85,84.82110206184494
-14.899,86.05000000000001,86.64946272047763
-14.899,86.35,87.50891119823142
-14.884,84.4,86.46296451839717
-14.884,82.75,84.89062565368903
-14.881,87.35,88.45466106227117
-14.876,86.8,87.97931307603983
-14.874,85.65,86.09953867174382
-14.871,86.35,91.33629756376767
-14.87,84.75,86.43042423191265
-14.869,83.19999999999999,85.27702270385525
-14.869,82.3,86.68013142353877
-14.863,82.2,84.87331841292477
-14.859,82.85,84.83459446763734
-14.858,82.44999999999999,86.70250317445827
-14.856,82.75,86.19798288821916
-14.854,82.55000000000001,86.30458622634521
-14.854,82.3,87.66885744132095
-14.852,82.80000000000001,85.73713541466952
-14.851,81.94999999999999,84.77399007655508
-14.847,96.9,95.64687705771456
-14.847,82.75,85.5560538480657
-14.845,82.4,84.7722363781777
-14.845,90.19999999999999,90.45669049193567
-14.843,82.6,86.02236210361403
-14.842,82.19999999999999,85.49484171490847
-14.839,99.85,97.2184119266184
-14.836,86.95,89.82050819940697
-14.835,83.5,85.28815164581628
-14.833,81.69999999999999,84.79417455490585
-14.831,85.55,85.52610269689222
-14.826,85.55,85.58889893064794
-14.814,81.95,84.79156181047894
-14.812,85.6,85.99436175438667
-14.81,82.2,85.49002396507292
-14.809,85.3,86.13625363631482
-14.806,97.85,102.24627125686223
-14.805,82.35,85.82778439356571
-14.801,85.65,86.01927257750106
-14.799,82.2,85.58492301810311
-14.794,85.85,85.78708661321777
-14.783,85.69999999999999,89.98059839893624
-14.78,85.05000000000001,87.41464218299416
-14.768,86.05000000000001,86.98718289635595
-14.761,85.45,87.15902256860832
-14.727,85.4,89.7552231626919
-14.717,92.8,97.51702607346017
-14.705,84.15,84.69694052244256
-14.698,84.3,84.6844027029349
-14.696,84.25,85.97780103919297
-14.693,84.5,85.26673890588279
-14.689,84.05000000000001,85.19704793164063
-14.683,84.5,85.47677106598385
-14.667,84.15,84.91870725973187
-14.659,83.65,84.77519739629126
-14.652,120.8,112.10642192037648
-14.646,83.80000000000001,85.07518211107391
-14.641,82.65,85.74146258652814
-14.638,85.5,88.59934902864092
-14.636,110.4,109.45673697051588
-14.634,83.8,86.17375787548833
-14.633,131.55,116.54908271060285
-14.632,83.4,85.91002144137752
-14.63,82.19999999999999,85.28136603079274
-14.629,85.25,89.67317381211751
-14.627,93.35,102.57353063526229
-14.625,84.5,85.86636364455788
-14.623,102.95,107.96118100149451
-14.622,84.7,86.13872394217226
-14.62,83.9,84.99655590713245
-14.62,85.2,88.46141130633127
-14.62,84.15,84.84164591883987
-14.618,85.25,86.42618422219526
-14.616,86.9,89.80775115497882
-14.614,85.05000000000001,88.26430391845436
-14.611,84.55,85.97988898948311
-14.61,121.75,106.24460878192687
-14.608,86.05000000000001,89.77899916988329
-14.607,89.5,92.87945754257086
-14.607,85.75,88.68357466723477
-14.606,84.5,86.4121736340265
-14.604,85.4,84.83099551927332
-14.603,84.5,85.54403629415793
-14.597,84.6,86.35230276516577
-14.597,88.55,92.09712042621273
-14.595,85.55000000000001,86.36927043760453
-14.592,84.0,86.17147880091095
-14.591,84.5,85.26346465564086
-14.591,84.95,85.82195395782836
-14.587,87.9,91.7415391607652
-14.587,84.4,86.34754281735599
-14.583,84.15,88.34863978208996
-14.581,86.0,86.74613864064808
-14.578,83.8,86.31062109801499
-14.578,85.2,87.43642994197042
-14.576,84.15,85.45164820785267
-14.576,83.75,85.39233045014652
-14.574,87.75,89.90757506436736
-14.574,85.25,86.80194361994435
-14.573,84.95,85.93477924069302
-14.573,84.85,86.10343557024869
-14.572,85.65,86.45901934354598
-14.572,88.45,92.06699943501008
-14.571,83.9,86.17504562384693
-14.57,86.4,86.49190038186723
-14.567,84.55000000000001,86.10475979097191
-14.566,84.05000000000001,85.09616799120826
-14.563,83.45,88.89100547690796
-14.563,88.69999999999999,86.83699430172959
-14.563,83.9,85.12604985969506
-14.563,87.15,84.83594758916004
-14.563,87.05,88.53270909147527
-14.562,84.7,85.33049154838588
-14.562,83.85,84.62233073482071
-14.561,84.35,86.26832270676891
-14.561,84.4,85.26025347632859
-14.561,84.35,87.11517605613336
-14.559,85.05,86.9356646827158
-14.559,84.4,85.40801401852285
-14.558,86.19999999999999,89.39712875079877
-14.557,103.75,92.26573327834268
-14.557,86.4,86.75366662344943
-14.554,85.05,84.80758349018797
-14.553,84.4,90.27023409857028
-14.553,86.55,86.7901962309367
-14.551,84.30000000000001,86.35566336974259
-14.55,84.15,84.72499397575422
-14.547,85.25,85.75644441345801
-14.546,86.69999999999999,86.88516623229307
-14.546,84.4,85.9742515771947
-14.543,85.35,86.19428450632354
-14.543,84.44999999999999,85.37353890741905
-14.541,84.4,84.74662847121225
-14.539,85.35,84.81705985365984
-14.535,86.7,89.9095743145704
-14.535,94.7,96.5880867144585
-14.535,88.44999999999999,89.39011605684128
-14.531,85.30000000000001,85.2338441400718
-14.531,83.85,85.17988741865942
-14.531,87.5,89.51732264215727
-14.531,83.7,84.99782784030364
-14.528,85.0,86.56108522005661
-14.525,84.75,84.99434514790501
-14.525,87.2,88.98278625567649
-14.525,89.3,88.23353788479446
-14.524,84.25,84.8852175190999
-14.524,84.55,85.04439075358171
-14.524,84.0,85.03021969637854
-14.524,84.9,86.9303559361311
-14.52,87.45,90.09029736039662
-14.52,82.85,84.62195680715004
-14.52,84.65,85.29080757734692
-14.518,86.94999999999999,87.99344717445159
-14.516,84.55,86.13577032474849
-14.516,84.85,89.19460338243562
-14.516,84.9,84.90453724333388
-14.515,83.75,85.55299936260249
-14.515,84.6,86.52675883151869
-14.515,93.45,97.41117665765513
-14.515,86.35,89.86878082397944
-14.514,84.35,90.626732043208
-14.513,87.75,87.28915569688154
-14.511,88.44999999999999,89.29236707843508
-14.511,89.3,90.15091225328685
-14.511,88.4,89.48821303960277
-14.511,84.69999999999999,86.00261145475194
-14.51,84.15,85.72124660785151
-14.51,89.45,87.20705461876197
-14.51,83.0,85.03585683021454
-14.509,88.7,90.1695214135633
-14.509,84.1,89.63577088536269
-14.508,82.8,84.49585041323186
-14.508,87.7,89.74950856263914
-14.508,85.15,88.1832375184033
-14.508,83.6,84.8264260975366
-14.506,87.05,90.36713290839205
-14.506,100.45,92.42172672947345
-14.506,85.69999999999999,86.50509846309338
-14.506,94.85,96.48467053307752
-14.505,95.35,98.6878764435577
-14.505,83.05000000000001,84.78126573902377
-14.505,83.30000000000001,84.58754301693403
-14.503,93.2,93.35900013501858
-14.503,82.7,84.53492519072714
-14.502,83.0,84.57639706376148
-14.502,87.75,89.99146756019138
-14.501,84.6,85.98206880240501
-14.499,87.35,89.98770840516316
-14.498,82.95,84.56078969207952
-14.497,84.1,89.27381126381172
-14.497,88.3,87.33158776483376
-14.495,84.95,87.53620582110548
-14.494,91.80000000000001,97.028672983261
-14.494,84.75,86.0551603321894
-14.494,84.5,86.79818245343328
-14.492,83.3,84.73191074683658
-14.492,83.1,84.8222084465404
-14.492,87.75,86.54036386113147
-14.492,83.05000000000001,84.9583482813711
-14.492,83.94999999999999,86.40372928659333
-14.491,87.5,90.11874230364268
-14.491,82.85,84.27153788623342
-14.491,84.95,85.38650305178646
-14.491,83.75,85.34830098808716
-14.49,83.25,84.82977942699793
-14.49,87.30000000000001,86.72890398873322
-14.49,84.15,85.04632293342213
-14.49,86.7,87.72190534639664
-14.49,84.0,85.32487044790136
-14.488,83.8,84.84803181552488
-14.488,84.4,87.44999770979652
-14.488,89.9,89.00749930587163
-14.487,83.9,85.29585913847004
-14.487,97.6,93.21172632037138
-14.487,84.0,86.16495868923153
