18#风箱温度,CO浓度_mg_m3
475.45000000000005,3379.992
471.3,3509.838
470.25,3418.692
475.25,3418.692
477.65,3497.902
481.85,3563.73
482.0,3600.622
476.04999999999995,3608.941
473.2,3548.177
475.79999999999995,3532.263
476.35,3509.115
476.15,3402.778
478.0,3338.759
477.55,3349.971
480.55,3429.905
483.95000000000005,3525.029
490.05,3594.112
491.4,3567.347
485.5,3551.794
485.15,3505.859
480.5,3441.117
464.25,3395.544
473.5,3357.205
484.75,3260.995
483.9,3235.315
483.20000000000005,3150.318
484.75,3204.21
484.6,3154.297
485.5,3187.572
487.45000000000005,3205.295
485.2,3269.314
484.05,3335.142
486.29999999999995,3383.608
482.25,3407.118
479.35,3441.479
481.1,3458.117
483.05,3493.924
473.95,3464.989
471.95,3414.713
472.65,3544.199
473.70000000000005,3631.004
472.25,3612.196
474.95,3615.451
473.55,3658.493
474.5,1148.727
467.79999999999995,3154.297
467.0,3737.341
474.35,3833.912
481.4,3825.955
485.25,3787.977
483.25,3807.509
474.6,3740.596
471.15,3775.318
467.04999999999995,3806.424
473.85,3799.913
484.8,3818.721
493.45000000000005,3882.378
497.3,3984.737
504.4,4026.693
507.5,3988.715
502.0,3901.186
501.29999999999995,3947.483
505.6,3951.461
505.1,4023.076
499.8,4106.988
492.35,4213.325
488.1,4210.069
473.75,4248.047
454.6,4110.605
454.6,3814.019
459.35,3604.963
455.7,3658.493
469.35,3874.06
476.55,3916.739
483.75,3973.524
483.3,3931.93
466.25,3989.077
455.65,3940.611
448.55,4000.651
448.15,4003.906
463.3,3962.312
475.6,3882.378
478.5,3748.553
492.25,3669.343
498.2,3617.622
498.5,3627.025
501.85,3532.263
510.35,3619.43
517.4,3836.805
522.4,4023.076
527.45,4007.885
515.75,3961.588
473.1,4046.224
447.45000000000005,3881.655
466.0,3752.532
477.6,3882.74
486.5,4046.224
511.95,4077.329
529.45,3969.908
531.15,3921.441
516.3,4007.162
505.1,4042.245
491.95,4207.176
483.85,4244.43
486.45,4255.281
477.05,4202.835
469.4,4106.626
464.65,4007.885
473.45000000000005,4015.842
480.15,4042.607
485.9,4019.821
484.4,4004.268
485.9,4000.651
475.6,3943.866
459.70000000000005,3894.314
455.35,3829.21
441.2,3890.335
447.15,3870.443
463.20000000000005,3981.12
474.6,3977.503
483.5,3921.441
490.0,3882.378
485.15,3756.149
473.9,3662.471
472.2,3703.704
470.45000000000005,3669.343
473.75,3631.004
476.7,3471.499
479.35,3411.097
482.25,3479.456
492.95,3544.56
496.35,3685.619
494.5,3821.615
498.35,3790.148
497.35,3874.783
491.05,3951.823
485.6,4007.885
480.75,3973.524
481.85,3936.632
483.95,3851.273
487.65,3774.957
487.25,3600.622
485.5,3483.073
485.35,3468.605
482.79999999999995,3441.479
483.8,3445.819
481.35,3479.456
483.65,3445.457
485.75,3445.457
481.3,3464.265
482.54999999999995,3567.347
482.85,3643.302
483.1,3634.983
483.85,3631.366
479.1,3734.447
479.75,3829.933
482.5,3952.546
478.29999999999995,3783.999
476.79999999999995,3696.832
476.04999999999995,3544.199
475.85,3524.305
476.05,3627.387
477.65,3693.215
482.85,3719.618
485.95,3685.619
485.0,3670.067
484.79999999999995,3619.792
481.95,3642.94
483.79999999999995,3658.493
484.25,3597.367
486.55,4019.821
487.4,4027.416
489.1,3955.802
487.25,3791.594
487.5,3674.407
486.5,3639.323
486.20000000000005,3742.043
484.2,3719.618
483.55,3654.876
484.70000000000005,3563.73
485.1,3540.22
490.29999999999995,3589.772
496.5,3677.662
502.15,3623.77
507.34999999999997,3597.367
506.55,3544.199
504.0,3559.751
500.75,3578.559
493.85,3509.838
491.54999999999995,3483.073
493.15,3411.097
501.3,3315.611
503.65,3220.486
505.65,3238.571
510.45,3262.442
511.6,3193.721
511.95000000000005,3231.699
508.59999999999997,3250.145
511.35,3288.846
508.8,3323.568
507.04999999999995,3383.608
503.75,3289.207
498.95,3276.91
492.85,3269.314
493.2,3292.101
498.35,3265.335
499.65,3346.354
506.34999999999997,3364.8
509.9,3420.862
510.0,3475.839
509.35,3453.415
510.54999999999995,3441.84
517.65,3456.308
521.15,3364.8
515.0,3327.546
514.8,3399.161
515.65,3315.972
516.55,3227.72
513.6,3216.146
516.8,3246.528
517.8,3261.719
519.9,3350.333
513.4,3372.757
504.5,3372.396
515.95,3449.074
518.4,3403.139
519.55,3327.546
510.05,3269.314
514.65,3292.101
519.6,3209.274
520.85,3224.103
518.75,3246.528
519.8,3368.417
522.1,3368.055
522.2,3391.204
518.85,3445.819
511.79999999999995,3493.924
504.45000000000005,3483.073
506.15000000000003,3464.989
509.75,3430.628
514.4000000000001,3449.074
511.15,3472.584
501.75,3391.204
497.9,3331.163
495.2,3288.484
490.65,3238.571
489.95000000000005,3151.042
488.2,3197.338
484.45,3342.737
484.5,3335.142
486.5,3418.692
486.7,3475.839
484.2,3548.177
483.9,3475.839
485.15,3418.692
495.4,3453.415
498.45,3395.182
498.8,3341.291
501.4,3308.015
500.45,3231.699
495.35,3197.7
491.3,3296.079
490.95000000000005,3379.992
490.6,3464.265
482.3,3439.67
486.95000000000005,3399.161
490.8,3296.441
490.45000000000005,3197.338
499.55,3200.955
505.9,3101.852
494.29999999999995,3123.915
491.1,3166.233
499.8,3234.592
509.55,3347.078
518.5,3395.544
508.3,3426.649
500.6,3501.519
496.35,3619.792
492.25,3544.922
489.45,3582.537
486.0,3532.625
483.7,3486.69
483.85,3414.713
482.2,3272.931
482.79999999999995,3254.123
484.45,3266.059
485.6,3273.655
484.2,2679.037
483.75,1848.958
481.45000000000005,3117.043
475.5,3228.082
474.5,3205.295
477.4,3250.145
477.6,3232.06
476.35,3181.785
477.45,3116.681
479.0,3224.465
480.25,3350.333
477.95000000000005,3315.972
476.70000000000005,3327.546
473.65,3257.74
473.85,3209.274
472.5,3166.233
471.79999999999995,3253.038
472.9,3097.873
476.65,3166.233
480.0,3193.359
481.75,3197.338
483.45,3224.465
497.1,3197.7
495.55,3284.867
490.2,3254.123
490.0,3209.635
489.9,3220.486
490.1,3265.335
487.5,3335.142
485.05,3216.869
483.15,3186.126
482.5,3191.912
482.3,3257.74
482.54999999999995,3330.802
480.55,3342.737
479.75,3376.013
479.85,3372.396
479.3,3361.183
475.55,3338.759
478.9,3383.608
483.20000000000005,3453.053
481.8,3407.118
481.70000000000005,3380.353
482.5,3300.419
482.6,3308.015
480.7,3277.995
481.04999999999995,3335.142
479.35,3387.949
481.29999999999995,3461.01
486.6,3594.112
494.79999999999995,3696.832
500.45000000000005,3642.94
495.4,3601.346
489.05,3551.794
486.05,3563.73
482.5,3525.029
481.95,3399.523
479.05,3315.972
476.5,3414.713
474.35,3475.839
472.5,3666.088
470.35,3905.527
470.0,3673.683
468.75,3611.834
469.5,3429.905
464.4,3379.992
462.54999999999995,3364.8
462.8,3391.204
466.9,3505.859
481.95000000000005,3741.681
494.29999999999995,3855.975
511.79999999999995,3855.614
512.9,3783.637
513.4,3776.403
507.4,3841.146
503.25,3833.55
503.1,3901.91
516.0,3814.019
526.75,3768.808
507.95000000000005,3844.401
497.4,3841.146
493.85,3799.19
494.85,3798.828
493.5,3871.166
493.35,3966.291
491.3,3969.908
489.95,4084.563
490.75,4111.328
491.75,4121.817
488.55,4141.348
484.0,4137.37
486.1,4015.48
482.25,4073.713
481.45000000000005,3996.311
489.04999999999995,4034.288
497.75,3966.291
498.4,3893.591
505.2,3943.866
509.4,3958.695
512.9,4046.947
513.85,4061.777
517.1,4098.307
516.0,4054.543
519.3,4054.543
524.6,4080.584
523.0999999999999,3988.715
510.6,4008.247
502.05,4023.438
502.45,3919.994
501.5,3901.186
497.6,3833.55
496.5,3775.318
496.65,3719.618
497.75,3628.111
497.05,3582.176
495.95,3558.304
494.25,3547.815
494.75,3574.942
494.05,3571.325
492.05,3494.285
493.25,3547.815
490.1,3578.921
488.3,3571.325
486.9,3505.498
487.55,3490.669
488.25,3528.646
490.7,3525.029
488.4,3464.989
488.25,3426.287
489.75,3357.928
490.25,3254.123
483.75,3205.295
475.85,3212.891
478.65,3257.74
480.70000000000005,3197.7
482.9,3304.037
483.7,3354.311
484.1,3391.927
487.95,3438.223
502.9,3346.354
497.6,3319.951
494.4,3257.74
492.29999999999995,3372.396
490.8,3505.498
491.0,3433.883
489.85,3437.5
490.04999999999995,3453.415
489.95,3418.692
488.85,3461.01
488.0,3438.223
490.35,3383.608
489.65,3457.031
485.6,3578.921
479.85,3604.963
484.9,3723.235
479.35,3768.084
479.15,3650.897
492.20000000000005,3617.622
496.20000000000005,3631.004
489.6,3708.044
489.45000000000005,3704.789
504.2,3707.682
514.5,3627.387
518.6500000000001,3757.234
516.85,3791.956
513.7,3844.04
505.7,3866.826
498.8,3874.783
497.4,3981.12
495.25,4065.755
494.1,4137.37
504.05,4123.987
490.1,4188.006
479.75,4176.071
479.45000000000005,4195.24
480.0,4199.581
480.15,4196.325
488.45000000000005,4313.875
487.3,4754.413
485.6,4852.431
476.6,4597.801
473.6,4628.544
473.5,4678.458
464.20000000000005,4621.311
457.0,4549.335
452.20000000000005,4490.379
448.79999999999995,4393.085
458.65,4328.342
468.65,4267.578
476.4,4243.707
483.75,4195.602
487.5,4283.131
488.95,4385.127
495.95000000000005,4294.343
491.70000000000005,4396.702
493.9,4252.387
495.05,4190.9
491.4,4134.115
488.95000000000005,4129.774
489.20000000000005,4168.475
494.1,4184.39
497.85,4236.835
493.79999999999995,4267.216
492.8,4180.049
497.1,4317.491
500.79999999999995,4332.682
493.25,4301.939
487.55,4240.452
480.5,4259.621
476.2,4271.557
476.95,4329.427
483.0,4365.958
481.29999999999995,4310.257
482.8,4217.303
487.65,4295.066
482.55,4214.41
484.95000000000005,4435.041
480.8,4472.294
476.65,4667.607
478.2,4705.223
482.3,4755.136
476.95000000000005,4624.566
466.45000000000005,4670.862
448.4,4564.525
441.65,4567.781
439.4,4555.845
443.15,4541.377
450.1,4399.233
450.2,4157.625
445.15,4046.224
447.5,4102.648
453.45,4160.518
465.0,4207.176
467.75,4210.431
465.65,4244.792
466.3,4271.195
470.9,4191.985
450.9,4095.052
430.54999999999995,4027.778
433.55,3953.27
434.0,3837.891
442.4,3814.381
444.3,3741.681
449.3,3501.519
457.20000000000005,885.778
463.15,3357.567
471.65,3642.94
477.0,3646.919
474.3,3674.407
466.9,3615.451
465.45,3616.175
466.85,3604.963
460.4,3631.727
460.3,3598.09
458.25,3598.09
462.7,3586.878
466.15,3438.223
470.85,3354.311
468.65,3300.419
466.3,3269.314
468.79999999999995,3331.163
467.6,3395.544
469.15,3448.713
469.7,3426.287
475.54999999999995,3464.989
485.95,3453.415
490.75,3365.162
492.5,3475.839
494.05,3521.05
493.9,3524.305
494.85,3567.347
499.75,3525.029
502.45,3498.264
498.45000000000005,3486.328
495.25,3517.433
500.70000000000005,3619.792
504.1,3616.175
509.45000000000005,3631.366
511.9,3567.347
508.15,3501.881
505.04999999999995,3422.309
508.5,3386.14
511.65000000000003,3342.737
518.3,3257.74
522.55,3304.037
522.4,3212.891
515.45,3166.233
511.04999999999995,3238.571
508.40000000000003,3286.314
508.25,3361.183
507.45,3449.436
507.2,3403.139
505.65000000000003,3407.118
504.9,3438.223
502.5,3430.628
498.25,3423.033
498.55,3418.692
500.15,3498.264
498.85,3525.029
495.85,3525.029
493.85,3494.285
499.29999999999995,3517.433
496.55,3610.026
498.3,3563.73
500.9,3594.112
501.65,3616.175
503.35,3547.815
504.09999999999997,3574.942
501.15,3528.284
498.5,3498.264
496.0,3552.156
496.85,3624.132
496.65,3650.535
495.65,3662.471
496.79999999999995,3556.135
497.75,3544.199
493.4,3563.73
493.7,3520.689
495.1,3475.839
496.54999999999995,3433.883
495.4,3395.182
495.8,3433.883
491.25,3461.01
470.0,3461.01
481.55,3395.544
481.5,3509.838
482.1,3642.94
484.95,3586.516
488.04999999999995,3601.346
491.85,3608.579
489.25,3563.73
483.85,3540.22
482.9,3457.031
482.54999999999995,3426.287
485.95,3457.031
487.9,3411.097
487.29999999999995,3460.648
485.85,3494.285
487.25,3461.01
481.54999999999995,3479.094
483.95,3567.347
485.55,3563.006
485.1,3528.646
483.5,3525.029
479.6,3566.623
476.79999999999995,3505.859
473.55,3426.287
467.8,3391.927
468.4,3406.033
468.85,3354.311
473.05,3399.523
474.1,3404.586
475.8,3445.819
479.0,3479.456
477.25,3528.646
473.5,3575.666
469.7,3552.156
459.35,3479.456
454.15,3435.692
453.25,3422.309
451.15,3391.927
453.95000000000005,3376.736
455.2,3357.567
456.7,3319.951
460.54999999999995,3265.335
464.20000000000005,3272.57
464.65,3232.06
463.9,3242.549
460.7,3216.869
461.65,3254.123
463.85,3269.676
467.5,3257.74
466.95000000000005,3284.867
470.85,3288.846
469.25,3376.736
466.55,3387.587
465.65,3414.713
462.65,3407.118
461.45,3395.544
458.15,3395.544
456.05,3304.037
458.3,3319.951
456.75,3280.527
459.45000000000005,3284.867
463.3,3319.951
463.45000000000005,3331.163
465.35,3246.528
470.5,3232.06
473.7,3239.294
475.4,3284.867
476.05,3368.417
479.6,3331.163
477.85,3246.528
478.20000000000005,3158.999
477.6,3131.872
476.5,3106.192
479.0,3131.872
480.45000000000005,3083.767
479.7,3139.468
478.55,3116.681
480.6,3158.637
478.05,3116.681
476.95,3067.853
477.25,3112.703
478.70000000000005,3139.106
472.7,3151.403
471.65,3193.721
471.65,3166.233
459.95000000000005,3205.295
460.75,3219.763
464.29999999999995,3234.592
465.45000000000005,3296.441
465.1,3351.418
468.1,3308.015
467.29999999999995,3270.037
471.2,3254.123
474.6,3212.167
473.3,3150.318
471.04999999999995,3139.468
473.65,3135.127
474.8,3154.297
478.45,3177.084
476.9,3234.954
474.1,3338.759
472.2,3368.417
478.1,3414.713
483.75,3510.2
479.2,3574.942
476.9,3601.346
480.25,3639.323
478.75,3504.774
470.15,3422.309
470.75,3419.054
473.55,3422.309
474.4,3357.567
473.2,3368.417
470.1,3379.992
462.95,3422.309
467.15,3438.223
472.85,3516.71
477.15,3528.646
480.15,3574.942
478.5,3649.812
477.8,3650.535
476.3,3725.767
476.5,3715.639
480.15,3737.703
481.5,3708.044
486.6,3726.852
485.95,3723.235
487.35,3654.876
490.5,3631.366
489.8,3501.519
490.35,3468.244
491.85,3379.992
491.35,3353.588
487.15,3265.335
488.65,3212.891
486.75,3364.8
488.9,3308.015
493.1,3368.417
501.8,3350.333
501.4,3372.396
495.5,3414.352
493.4,3335.142
491.1,3346.354
494.1,3308.015
498.25,3272.931
505.5,3468.244
498.65,3544.56
498.65,3264.974
497.25,3311.632
496.15,3261.719
497.25,3346.354
493.0,3422.309
497.95000000000005,3395.544
505.40000000000003,3411.097
502.79999999999995,3357.567
496.25,3434.245
505.4,3391.927
514.7,3536.242
517.3499999999999,3639.323
514.85,3640.408
513.9,3670.067
485.6,3631.366
483.9,3658.493
486.85,3753.617
490.9,2013.166
494.85,2880.859
489.1,3784.361
474.15,3897.931
453.0,3825.593
442.35,3772.063
444.7,3704.789
452.0,3665.365
461.75,3567.347
470.2,3483.435
477.35,3490.669
480.9,3456.669
483.29999999999995,3501.881
485.70000000000005,3563.73
484.4,3590.133
485.15,3453.053
480.25,3331.163
478.4,3292.101
475.75,3265.335
476.05,3319.951
480.65,3383.608
480.05,3464.989
479.9,3464.989
477.0,3461.01
477.3,3483.073
470.5,3398.438
462.20000000000005,3433.883
464.95,3399.161
467.05,3391.204
466.04999999999995,3327.546
470.75,3312.355
476.0,3319.951
481.25,3272.931
481.4,3224.465
479.6,3231.699
483.25,3284.867
482.35,3315.972
480.4,3284.867
482.75,3246.528
485.05,3162.977
482.8,3082.682
482.4,3079.065
482.65,3139.468
478.15,3123.915
474.0,3138.382
470.6,3150.318
465.0,3174.19
462.95000000000005,3208.55
467.20000000000005,3268.953
469.9,3379.992
474.25,3407.118
473.35,3419.054
474.9,3395.544
469.05,3361.183
460.95000000000005,3312.355
454.2,3254.123
449.75,3205.295
450.25,3239.294
457.70000000000005,3235.677
460.70000000000005,3311.632
463.1,3323.568
465.25,3361.183
467.6,3403.139
468.54999999999995,3418.692
467.45,3422.309
468.95000000000005,3437.138
470.9,3449.436
471.65,3426.287
467.04999999999995,3372.396
468.3,3364.8
470.25,3399.523
469.65,3376.013
470.4,3364.8
470.4,3296.441
470.7,3281.25
466.7,3331.163
467.1,3342.737
466.79999999999995,3281.25
468.5,3197.7
470.45,3132.234
461.79999999999995,2998.77
458.95,2987.919
461.4,3033.131
463.65,3102.937
468.85,3254.123
471.20000000000005,3254.123
473.45000000000005,3269.676
477.7,3246.889
474.6,3224.465
466.0,3242.549
464.0,3235.315
462.2,3216.869
465.5,3189.019
466.95,3158.999
468.75,3139.829
469.05,3230.614
471.45,3276.91
473.8,3342.737
475.6,3418.692
476.85,3475.477
477.85,3586.516
476.15,3593.75
477.0,3604.601
473.3,3685.257
465.0,3638.961
456.9,3564.453
459.45,3719.256
457.79999999999995,3702.98
459.5,3638.961
459.0,3673.683
459.65,3670.067
461.8,3822.7
463.0,3916.739
453.1,4141.348
439.4,4310.619
406.25,4446.615
382.0,4370.298
379.0,4408.275
366.75,4449.87
353.45,4414.063
370.65,4267.578
390.75,4059.245
402.7,3682.002
416.35,3372.396
427.04999999999995,3182.509
441.1,3231.699
429.85,3362.269
412.9,2938.006
442.05,3419.054
456.05,3239.294
458.0,3056.641
459.3,2991.537
459.70000000000005,3098.959
457.20000000000005,3169.85
458.0,3280.527
463.75,3304.037
465.9,3227.72
459.3,3200.955
445.54999999999995,3139.106
436.65,3204.933
432.6,3215.784
440.8,1000.072
442.95000000000005,81.019
446.5,24.957
451.6,1.447
456.85,1.447
460.3,13.383
460.05,9.404
461.5,13.383
463.15,8019.749
465.0,9995.298
467.6,9998.554
465.2,9998.554
460.65,1086.878
449.3,84.997
453.5,24.957
461.4,20.978
464.54999999999995,405.816
470.25,2953.921
478.05,3315.972
477.45000000000005,3387.587
474.3,3374.566
470.4,3426.287
465.4,3422.309
460.65,3430.628
462.6,3525.029
462.85,3563.73
467.75,3635.706
472.9,3649.088
464.2,3616.175
450.5,3563.73
447.8,3612.196
448.55,3532.625
458.8,3501.881
464.54999999999995,3472.584
467.0,3450.882
463.75,3453.415
465.9,3461.01
467.85,3364.8
473.0,3296.441
472.15,3308.015
474.8,3315.972
476.65,3348.886
480.1,3346.354
481.05,3284.867
482.7,3193.721
477.6,3190.104
475.7,3193.359
472.7,3242.549
474.0,3280.165
476.7,3311.632
476.6,3376.736
478.8,3399.161
475.05,3407.118
470.9,3505.859
469.04999999999995,3608.579
461.54999999999995,3639.323
447.20000000000005,3673.683
448.2,3631.366
454.0,3578.921
461.5,3468.244
462.0,3368.779
459.7,3361.183
453.9,3379.992
461.35,3449.074
469.45,3498.264
471.35,3391.927
472.29999999999995,3308.015
474.85,3246.528
472.9,3250.145
475.54999999999995,3257.74
476.6,3315.972
475.54999999999995,3327.546
475.79999999999995,3292.463
477.35,3296.441
478.1,3269.314
476.85,3319.951
476.1,3296.441
474.35,3422.309
477.0,3407.118
480.25,3383.608
482.85,3220.486
482.75,3193.721
484.2,3151.403
484.0,3174.19
482.9,3094.618
482.85,3090.278
480.75,3044.705
477.95000000000005,3044.705
478.95000000000005,3079.065
477.3,3098.959
478.85,3158.637
479.15,3170.573
476.79999999999995,3292.463
475.0,3350.333
473.85,3501.881
468.70000000000005,3532.625
458.75,3483.435
455.04999999999995,3388.672
454.95,3304.398
460.5,3224.465
470.1,3196.615
473.25,3162.977
474.7,2663.846
475.75,1125.217
476.6,3096.065
478.35,3276.91
479.9,3261.719
480.4,3242.911
479.5,3350.333
480.85,3421.947
481.2,3391.927
478.35,3373.119
472.9,3273.655
475.65,3193.721
471.4,3242.549
474.5,3331.163
480.35,3461.01
481.29999999999995,3525.029
483.95000000000005,3563.73
483.4,3574.942
468.75,3501.881
452.79999999999995,3461.01
458.04999999999995,3697.193
463.45000000000005,3586.878
469.65,3536.242
475.15,3464.989
479.65,3532.625
483.0,3556.135
482.05,3505.859
474.65,3449.436
474.35,3414.713
474.5,3479.456
476.2,3517.433
477.15,3490.669
479.75,3372.396
480.95000000000005,3346.354
480.4,3323.568
481.25,3350.333
484.4,3354.311
486.6,3346.354
485.85,3323.568
486.35,3308.015
488.3,3261.719
486.4,3261.719
484.35,3228.082
486.75,3281.25
483.6,3300.419
481.0,3288.846
483.75,3387.949
486.65,3468.605
489.2,3475.477
488.8,3464.989
487.2,3445.819
480.45000000000005,3425.564
479.35,3395.544
478.6,3331.163
476.55,3411.097
477.35,3419.054
480.8,3416.522
482.4,3464.989
480.25,3475.477
483.65,3536.242
480.20000000000005,3601.346
483.3,3619.792
485.6,3678.024
487.04999999999995,3611.834
489.35,3619.792
487.05,3634.26
488.55,3607.856
489.1,3654.876
492.45,3619.792
494.1,3628.111
493.0,3589.048
485.85,3635.706
485.0,3748.553
485.4,3768.084
486.25,3863.209
489.5,3902.272
489.35,4023.799
485.65,4008.608
487.15,3977.141
487.4,4066.479
489.9,4058.883
486.45,4047.309
484.45,3981.481
491.1,3981.481
494.20000000000005,3989.077
495.65,4004.268
493.35,4035.373
501.7,3969.908
505.45,4118.923
503.75,4187.645
502.75,4207.176
494.3,4195.602
481.25,4321.47
475.1,4328.704
475.05,4222.005
475.4,4099.392
478.95,4092.159
487.35,3973.886
490.95000000000005,3989.077
489.25,3973.886
491.79999999999995,3956.163
492.1,3890.697
488.5,3932.653
481.2,3894.676
477.45,3878.762
478.95000000000005,3868.273
484.05,3867.549
488.0,3855.975
483.65,3909.867
479.05,3906.25
471.55,3837.891
468.05,3855.975
466.0,3817.998
467.95,3818.721
467.55,3776.403
467.15,3749.638
463.79999999999995,3737.703
467.8,3776.403
472.8,3666.088
476.85,3635.706
475.65,3517.433
473.25,3552.156
472.29999999999995,3498.264
472.5,3517.433
478.4,3505.859
480.35,3517.433
479.4,3468.244
475.1,3418.692
472.65,3449.436
469.0,3403.139
470.6,3449.436
472.7,3422.309
475.25,3407.118
473.15,3457.755
474.70000000000005,3517.433
478.1,3643.302
477.8,3627.387
479.20000000000005,3578.921
477.55,3574.942
471.85,3516.71
472.6,3563.73
476.45,3513.093
478.3,3399.523
476.65,3418.692
481.70000000000005,3357.567
483.65,3304.037
484.7,3304.037
486.65,3327.546
488.55,3272.931
488.6,3178.169
486.70000000000005,3177.807
485.65,3189.019
485.35,3280.527
483.8,3339.482
480.75,3475.839
479.45,3498.264
476.54999999999995,3594.112
474.79999999999995,3639.323
473.15,3631.004
463.55,3616.175
455.8,3543.475
450.6,3544.56
449.6,3406.033
448.54999999999995,3383.608
453.1,3368.417
460.95000000000005,3414.713
465.70000000000005,3357.567
466.5,3387.949
469.55,3507.306
469.5,3601.346
472.05,3634.983
469.9,3634.983
466.1,3666.088
466.65,3578.921
469.05,3616.175
470.5,3631.727
473.6,3556.135
476.0,3571.325
477.45,3567.347
474.15,3517.433
474.0,3472.584
474.85,3483.435
476.5,3451.606
481.6,3468.605
485.5,3604.963
486.25,3666.088
485.0,3719.618
480.4,3757.234
488.1,3852.358
493.75,3942.419
492.95000000000005,3981.481
493.6,3997.396
486.35,4008.608
487.5,3952.546
489.15,3859.954
486.65,3886.719
486.0,3858.507
488.55,3822.7
488.0,3794.85
488.95,3768.808
491.9,3745.298
494.75,3772.063
495.35,3708.767
496.1,3677.662
500.54999999999995,3685.257
498.70000000000005,3689.598
505.4,3646.919
508.4,3631.366
499.45000000000005,3563.73
487.0,3552.156
482.95,3604.963
479.9,3634.983
479.6,3708.767
476.95000000000005,3749.277
475.8,3741.681
479.0,3719.618
479.45,3768.808
478.25,3848.38
481.85,3913.846
485.2,3925.058
489.3,4051.287
484.04999999999995,4066.479
480.45,3993.055
481.4,3996.672
481.85,3929.037
484.35,3875.145
494.85,3795.573
493.7,3708.767
444.79999999999995,3548.177
430.15,3665.726
458.4,4153.646
491.8,3742.405
496.54999999999995,3547.815
494.6,3540.22
490.65,3590.133
481.2,3627.387
484.75,3594.112
478.75,3441.84
476.95000000000005,3419.416
469.65,3383.608
467.54999999999995,3300.419
470.35,3209.274
473.4,3131.872
470.9,3021.195
468.4,923.032
471.54999999999995,2611.039
472.4,2994.792
476.3,3013.961
479.54999999999995,3071.832
481.20000000000005,3139.468
478.75,3219.763
479.35,3189.743
480.65,3200.593
478.55,3231.699
442.4,3258.102
455.75,3335.142
464.05,3379.992
469.65,3386.502
473.4,3361.183
469.4,3423.394
471.9,3601.346
476.54999999999995,3620.515
479.04999999999995,3669.343
481.15,3571.325
482.85,3528.646
484.6,3419.054
484.20000000000005,3430.628
483.45,3372.396
486.85,3395.182
488.9,3338.759
486.85,3276.91
486.5,3212.891
487.1,3128.617
489.45,3121.022
486.9,3158.637
492.29999999999995,3147.063
494.85,3230.975
498.8,3220.125
504.70000000000005,3228.082
502.6,3300.419
501.8,3357.567
501.1,3379.992
500.65,3468.605
495.4,3501.881
497.3,3505.859
498.15,3616.175
494.3,3571.325
489.79999999999995,3525.029
487.95,3525.029
489.05,3521.05
492.5,3612.196
494.9,3590.133
495.2,3627.387
492.79999999999995,3612.196
489.54999999999995,3547.815
486.7,3521.05
487.2,3521.05
494.0,3505.859
494.4,3517.433
492.25,3454.5
494.3,3461.01
495.45000000000005,3546.369
496.1,3574.942
496.04999999999995,3563.73
