18#风箱负压,CO浓度_mg_m3
-9.844,3757.234
-10.36,3791.956
-6.74,3844.04
-8.134,3866.826
-7.478,3874.783
-7.358,3981.12
-7.139,4065.755
-10.851,4137.37
-10.992,4123.987
-11.03,4188.006
-11.091,4176.071
-11.044,4195.24
-11.084,4199.581
-10.844,4196.325
-10.974,4313.875
-11.121,4754.413
-11.162,4852.431
-11.166,4597.801
-11.136,4628.544
-11.205,4678.458
-11.32,4621.311
-11.271,4549.335
-11.318,4490.379
-11.336,4393.085
-11.316,4328.342
-11.23,4267.578
-11.28,4243.707
-11.348,4195.602
-6.509,4283.131
-10.881,4385.127
-6.546,4294.343
-7.663,4396.702
-11.296,4252.387
-11.254,4190.9
-11.282,4134.115
-11.318,4129.774
-11.292,4168.475
-11.214,4184.39
-5.714,4236.835
-7.589,4267.216
-11.252,4180.049
-11.274,4317.491
-11.316,4332.682
-11.362,4301.939
-11.338,4240.452
-11.363,4259.621
-11.375,4271.557
-11.349,4329.427
-11.33,4365.958
-11.376,4310.257
-6.682,4217.303
-11.412,4295.066
-11.386,4214.41
-11.479,4435.041
-11.49,4472.294
-11.469,4667.607
-7.983,4705.223
-11.454,4755.136
-11.46,4624.566
-11.504,4670.862
-11.432,4564.525
-11.428,4567.781
-11.428,4555.845
-11.397,4541.377
-11.238,4399.233
-11.318,4157.625
-11.366,4046.224
-11.387,4102.648
-11.386,4160.518
-11.282,4207.176
-11.27,4210.431
-11.288,4244.792
-11.346,4271.195
-11.399,4191.985
-11.415,4095.052
-11.401,4027.778
-11.408,3953.27
-11.405,3837.891
-11.417,3814.381
-11.412,3741.681
-11.35,3501.519
-11.336,885.778
-11.336,3357.567
-11.238,3642.94
-11.264,3646.919
-11.355,3674.407
-11.392,3615.451
-11.33,3616.175
-11.327,3604.963
-11.406,3631.727
-11.331,3598.09
-11.334,3598.09
-11.331,3586.878
-11.275,3438.223
-11.222,3354.311
-11.306,3300.419
-11.345,3269.314
-11.336,3331.163
-11.296,3395.544
-11.343,3448.713
-11.353,3426.287
-11.248,3464.989
-11.211,3453.415
-11.296,3365.162
-11.319,3475.839
-11.268,3521.05
-11.287,3524.305
-11.267,3567.347
-11.285,3525.029
-11.255,3498.264
-11.311,3486.328
-11.31,3517.433
-11.229,3619.792
-11.183,3616.175
-11.175,3631.366
-11.192,3567.347
-11.181,3501.881
-11.196,3422.309
-11.161,3386.14
-10.799,3342.737
-10.683,3257.74
-10.654,3304.037
-11.048,3212.891
-11.002,3166.233
-10.949,3238.571
-10.988,3286.314
-10.996,3361.183
-10.906,3449.436
-11.03,3403.139
-11.027,3407.118
-11.032,3438.223
-11.084,3430.628
-11.087,3423.033
-11.113,3418.692
-11.031,3498.264
-11.013,3525.029
-5.703,3525.029
-11.011,3494.285
-10.929,3517.433
-10.056,3610.026
-10.859,3563.73
-10.828,3594.112
-10.732,3616.175
-10.742,3547.815
-10.799,3574.942
-10.811,3528.284
-10.716,3498.264
-10.796,3552.156
-10.705,3624.132
-10.605,3650.535
-10.928,3662.471
-11.011,3556.135
-11.004,3544.199
-11.018,3563.73
-11.052,3520.689
-11.016,3475.839
-10.977,3433.883
-10.979,3395.182
-10.932,3433.883
-10.866,3461.01
-10.858,3461.01
-10.853,3395.544
-10.896,3509.838
-10.914,3642.94
-10.951,3586.516
-10.964,3601.346
-11.004,3608.579
-10.978,3563.73
-10.964,3540.22
-11.09,3457.031
-11.032,3426.287
-11.0,3457.031
-11.049,3411.097
-11.09,3460.648
-10.979,3494.285
-10.99,3461.01
-11.07,3479.094
-11.064,3567.347
-11.019,3563.006
-11.06,3528.646
-11.06,3525.029
-11.033,3566.623
-11.1,3505.859
-11.194,3426.287
-11.153,3391.927
-11.075,3406.033
-11.08,3354.311
-11.144,3399.523
-11.128,3404.586
-11.005,3445.819
-11.095,3479.456
-11.194,3528.646
-11.127,3575.666
-11.131,3552.156
-11.248,3479.456
-11.221,3435.692
-11.211,3422.309
-11.195,3391.927
-11.252,3376.736
-11.189,3357.567
-11.181,3319.951
-11.192,3265.335
-11.25,3272.57
-11.192,3232.06
-11.209,3242.549
-11.247,3216.869
-11.229,3254.123
-11.17,3269.676
-11.215,3257.74
-11.261,3284.867
-11.211,3288.846
-11.191,3376.736
-11.221,3387.587
-11.266,3414.713
-11.199,3407.118
-11.221,3395.544
-11.263,3395.544
-11.206,3304.037
-11.153,3319.951
-11.228,3280.527
-11.198,3284.867
-11.109,3319.951
-11.102,3331.163
-11.143,3246.528
-11.258,3232.06
-11.183,3239.294
-11.146,3284.867
-11.18,3368.417
-11.183,3331.163
-11.149,3246.528
-11.194,3158.999
-11.2,3131.872
-11.173,3106.192
-11.145,3131.872
-11.104,3083.767
-11.101,3139.468
-11.028,3116.681
-11.053,3158.637
-11.101,3116.681
-11.109,3067.853
-11.109,3112.703
-11.135,3139.106
-11.154,3151.403
-11.053,3193.721
-11.024,3166.233
-11.039,3205.295
-11.153,3219.763
-11.117,3234.592
-11.173,3296.441
-11.161,3351.418
-11.12,3308.015
-11.11,3270.037
-11.117,3254.123
-11.142,3212.167
-11.102,3150.318
-11.133,3139.468
-11.05,3135.127
-11.1,3154.297
-11.104,3177.084
-11.12,3234.954
-11.063,3338.759
-11.11,3368.417
-11.039,3414.713
-11.07,3510.2
-11.184,3574.942
-11.164,3601.346
-11.094,3639.323
-11.169,3504.774
-11.188,3422.309
-11.113,3419.054
-11.08,3422.309
-11.09,3357.567
-11.026,3368.417
-10.93,3379.992
-10.988,3422.309
-11.104,3438.223
-11.008,3516.71
-11.116,3528.646
-11.189,3574.942
-11.202,3649.812
-11.102,3650.535
-11.153,3725.767
-11.23,3715.639
-11.164,3737.703
-11.188,3708.044
-11.214,3726.852
-11.261,3723.235
-11.127,3654.876
-11.12,3631.366
-11.196,3501.519
-11.169,3468.244
-11.035,3379.992
-5.739,3353.588
-10.932,3265.335
-6.099,3212.891
-5.603,3364.8
-6.299,3308.015
-8.12,3368.417
-10.749,3350.333
-7.016,3372.396
-5.865,3414.352
-6.916,3335.142
-7.335,3346.354
-11.254,3308.015
-11.243,3272.931
-5.576,3468.244
-6.826,3544.56
-10.972,3264.974
-6.732,3311.632
-10.775,3261.719
-6.602,3346.354
-6.974,3422.309
-12.36,3395.544
-13.217,3411.097
-5.871,3357.567
-11.586,3434.245
-13.587,3391.927
-13.602,3536.242
-13.666,3639.323
-13.685,3640.408
-13.566,3670.067
-11.491,3631.366
-11.454,3658.493
-11.394,3753.617
-11.344,2013.166
-11.352,2880.859
-11.383,3784.361
-11.467,3897.931
-11.524,3825.593
-11.49,3772.063
-11.461,3704.789
-11.446,3665.365
-11.436,3567.347
-11.412,3483.435
-11.371,3490.669
-11.419,3456.669
-11.428,3501.881
-11.389,3563.73
-11.355,3590.133
-11.398,3453.053
-11.428,3331.163
-11.401,3292.101
-11.424,3265.335
-11.409,3319.951
-11.432,3383.608
-11.314,3464.989
-11.319,3464.989
-11.389,3461.01
-11.465,3483.073
-11.442,3398.438
-11.442,3433.883
-11.438,3399.161
-11.45,3391.204
-11.435,3327.546
-11.458,3312.355
-11.441,3319.951
-11.464,3272.931
-11.427,3224.465
-11.507,3231.699
-11.428,3284.867
-11.443,3315.972
-11.394,3284.867
-11.389,3246.528
-11.389,3162.977
-11.353,3082.682
-11.319,3079.065
-11.315,3139.468
-11.247,3123.915
-11.206,3138.382
-11.176,3150.318
-11.184,3174.19
-11.177,3208.55
-11.292,3268.953
-11.344,3379.992
-11.255,3407.118
-11.196,3419.054
-11.311,3395.544
-11.385,3361.183
-11.296,3312.355
-11.191,3254.123
-11.264,3205.295
-11.281,3239.294
-11.233,3235.677
-11.235,3311.632
-11.256,3323.568
-11.284,3361.183
-11.262,3403.139
-11.306,3418.692
-11.289,3422.309
-11.235,3437.138
-11.248,3449.436
-11.289,3426.287
-11.325,3372.396
-11.262,3364.8
-11.312,3399.523
-11.35,3376.013
-11.282,3364.8
-11.247,3296.441
-11.318,3281.25
-11.31,3331.163
-11.18,3342.737
-11.146,3281.25
-11.221,3197.7
-11.221,3132.234
-11.123,2998.77
-11.289,2987.919
-11.361,3033.131
-11.278,3102.937
-11.176,3254.123
-11.183,3254.123
-11.259,3269.676
-11.162,3246.889
-11.238,3224.465
-11.329,3242.549
-11.327,3235.315
-11.205,3216.869
-11.269,3189.019
-11.305,3158.999
-11.243,3139.829
-11.218,3230.614
-11.23,3276.91
-11.278,3342.737
-11.294,3418.692
-11.254,3475.477
-11.311,3586.516
-11.278,3593.75
-11.294,3604.601
-11.306,3685.257
-11.383,3638.961
-11.34,3564.453
-11.312,3719.256
-11.318,3702.98
-11.315,3638.961
-11.337,3673.683
-11.352,3670.067
-11.399,3822.7
-11.333,3916.739
-11.368,4141.348
-11.448,4310.619
-10.969,4446.615
-11.24,4370.298
-11.327,4408.275
-11.48,4449.87
-10.975,4414.063
-11.333,4267.578
-11.481,4059.245
-11.791,3682.002
-11.662,3372.396
-12.4,3182.509
-11.616,3231.699
-8.727,3362.269
-11.194,2938.006
-11.177,3419.054
-11.274,3239.294
-11.289,3056.641
-11.256,2991.537
-11.333,3098.959
-11.411,3169.85
-11.406,3280.527
-11.398,3304.037
-11.436,3227.72
-11.481,3200.955
-11.458,3139.106
-11.542,3204.933
-11.439,3215.784
-11.527,1000.072
-11.495,81.019
-11.524,24.957
-11.532,1.447
-11.485,1.447
-11.464,13.383
-11.501,9.404
-11.559,13.383
-11.51,8019.749
-11.465,9995.298
-11.603,9998.554
-11.484,9998.554
-11.499,1086.878
-11.541,84.997
-11.529,24.957
-11.381,20.978
-11.428,405.816
-11.475,2953.921
-11.434,3315.972
-11.503,3387.587
-11.491,3374.566
-11.509,3426.287
-11.569,3422.309
-11.551,3430.628
-11.524,3525.029
-11.475,3563.73
-11.448,3635.706
-11.504,3649.088
-11.537,3616.175
-11.547,3563.73
-11.58,3612.196
-11.553,3532.625
-11.476,3501.881
-11.563,3472.584
-11.535,3450.882
-11.541,3453.415
-11.569,3461.01
-11.479,3364.8
-11.368,3296.441
-11.464,3308.015
-11.528,3315.972
-11.477,3348.886
-11.419,3346.354
-11.387,3284.867
-11.401,3193.721
-11.504,3190.104
-11.511,3193.359
-11.468,3242.549
-11.341,3280.165
-11.382,3311.632
-11.362,3376.736
-11.483,3399.161
-11.466,3407.118
-11.495,3505.859
-11.499,3608.579
-11.61,3639.323
-11.576,3673.683
-11.572,3631.366
-11.572,3578.921
-11.577,3468.244
-11.598,3368.779
-11.595,3361.183
-11.589,3379.992
-11.546,3449.074
-11.517,3498.264
-11.427,3391.927
-11.461,3308.015
-11.522,3246.528
-11.54,3250.145
-11.513,3257.74
-11.566,3315.972
-11.507,3327.546
-11.57,3292.463
-11.56,3296.441
-11.584,3269.314
-11.561,3319.951
-11.622,3296.441
-11.536,3422.309
-11.576,3407.118
-11.503,3383.608
-11.408,3220.486
-11.507,3193.721
-11.467,3151.403
-11.491,3174.19
-11.501,3094.618
-11.49,3090.278
-11.527,3044.705
-11.522,3044.705
-11.424,3079.065
-11.432,3098.959
-11.451,3158.637
-11.446,3170.573
-11.532,3292.463
-11.527,3350.333
-11.498,3501.881
-11.606,3532.625
-11.592,3483.435
-11.509,3388.672
-11.505,3304.398
-11.528,3224.465
-11.521,3196.615
-11.466,3162.977
-11.451,2663.846
-11.51,1125.217
-11.471,3096.065
-11.409,3276.91
-11.462,3261.719
-11.46,3242.911
-11.419,3350.333
-11.465,3421.947
-11.473,3391.927
-11.406,3373.119
-11.453,3273.655
-11.394,3193.721
-11.438,3242.549
-11.405,3331.163
-11.381,3461.01
-11.374,3525.029
-11.446,3563.73
-11.408,3574.942
-12.333,3501.881
-11.422,3461.01
-11.409,3697.193
-11.422,3586.878
-11.446,3536.242
-11.374,3464.989
-11.398,3532.625
-11.4,3556.135
-11.394,3505.859
-11.446,3449.436
-11.45,3414.713
-11.466,3479.456
-11.457,3517.433
-11.386,3490.669
-11.406,3372.396
-11.441,3346.354
-11.383,3323.568
-11.412,3350.333
-11.432,3354.311
-11.366,3346.354
-11.372,3323.568
-11.404,3308.015
-11.387,3261.719
-11.402,3261.719
-11.402,3228.082
-11.289,3281.25
-7.304,3300.419
-11.326,3288.846
-11.397,3387.949
-11.413,3468.605
-11.349,3475.477
-11.405,3464.989
-11.447,3445.819
-11.405,3425.564
-11.446,3395.544
-11.442,3331.163
-11.383,3411.097
-11.4,3419.054
-11.412,3416.522
-11.438,3464.989
-11.507,3475.477
-11.406,3536.242
-11.434,3601.346
-11.561,3619.792
-11.438,3678.024
-11.39,3611.834
-11.495,3619.792
-11.41,3634.26
-11.422,3607.856
-11.416,3654.876
-11.386,3619.792
-11.406,3628.111
-11.448,3589.048
-11.449,3635.706
-11.431,3748.553
-11.289,3768.084
-11.273,3863.209
-11.304,3902.272
-11.238,4023.799
-11.356,4008.608
-11.411,3977.141
-11.331,4066.479
-11.376,4058.883
-11.362,4047.309
-11.306,3981.481
-11.324,3981.481
-11.267,3989.077
-6.923,4004.268
-11.155,4035.373
-10.839,3969.908
-10.796,4118.923
-11.068,4187.645
-11.151,4207.176
-11.374,4195.602
-11.376,4321.47
-11.312,4328.704
-11.348,4222.005
-11.34,4099.392
-11.273,4092.159
-11.235,3973.886
-11.213,3989.077
-11.2,3973.886
-11.104,3956.163
-11.284,3890.697
-11.326,3932.653
-11.372,3894.676
-11.31,3878.762
-11.325,3868.273
-11.322,3867.549
-11.243,3855.975
-11.39,3909.867
-11.39,3906.25
-11.361,3837.891
-11.385,3855.975
-11.375,3817.998
-11.467,3818.721
-11.469,3776.403
-11.427,3749.638
-11.442,3737.703
-11.462,3776.403
-11.323,3666.088
-11.408,3635.706
-11.379,3517.433
-11.374,3552.156
-11.404,3498.264
-11.423,3517.433
-11.338,3505.859
-11.408,3517.433
-11.487,3468.244
-11.462,3418.692
-11.495,3449.436
-11.466,3403.139
-11.404,3449.436
-11.419,3422.309
-11.362,3407.118
-11.417,3457.755
-11.416,3517.433
-11.259,3643.302
-11.323,3627.387
-11.411,3578.921
-11.427,3574.942
-11.431,3516.71
-11.402,3563.73
-11.41,3513.093
-11.466,3399.523
-11.392,3418.692
-11.36,3357.567
-11.392,3304.037
-11.349,3304.037
-11.299,3327.546
-11.359,3272.931
-11.312,3178.169
-11.38,3177.807
-11.402,3189.019
-11.336,3280.527
-11.286,3339.482
-11.289,3475.839
-11.274,3498.264
-11.284,3594.112
-11.301,3639.323
-11.389,3631.004
-11.467,3616.175
-11.45,3543.475
-11.422,3544.56
-11.424,3406.033
-11.422,3383.608
-11.387,3368.417
-7.489,3414.713
-8.851,3357.567
-8.835,3387.949
-9.806,3507.306
-7.975,3601.346
-9.432,3634.983
-11.428,3634.983
-11.43,3666.088
-11.442,3578.921
-11.372,3616.175
-11.41,3631.727
-11.436,3556.135
-7.774,3571.325
-9.189,3567.347
-9.902,3517.433
-9.135,3472.584
-7.571,3483.435
-10.608,3451.606
-11.34,3468.605
-11.362,3604.963
-11.371,3666.088
-11.378,3719.618
-11.462,3757.234
-13.864,3852.358
-13.825,3942.419
-13.847,3981.481
-13.864,3997.396
-13.917,4008.608
-13.933,3952.546
-13.944,3859.954
-13.962,3886.719
-13.962,3858.507
-13.948,3822.7
-13.972,3794.85
-13.977,3768.808
-13.655,3745.298
-13.696,3772.063
-13.651,3708.767
-13.581,3677.662
-13.549,3685.257
-13.516,3689.598
-13.457,3646.919
-13.558,3631.366
-10.278,3563.73
-10.421,3552.156
-10.885,3604.963
-10.4,3634.983
-11.008,3708.767
-11.153,3749.277
-11.513,3741.681
-11.551,3719.618
-11.567,3768.808
-8.732,3848.38
-11.547,3913.846
-13.575,3925.058
-13.662,4051.287
-14.005,4066.479
-13.956,3993.055
-13.931,3996.672
-13.943,3929.037
-13.874,3875.145
-13.912,3795.573
-11.573,3708.767
-13.12,3548.177
-11.46,3665.726
-11.416,4153.646
-10.795,3742.405
-10.787,3547.815
-8.38,3540.22
-11.402,3590.133
-11.399,3627.387
-11.434,3594.112
-11.442,3441.84
-11.507,3419.416
-11.465,3383.608
-11.402,3300.419
-11.475,3209.274
-11.468,3131.872
-11.51,3021.195
-11.536,923.032
-11.492,2611.039
-11.486,2994.792
-11.392,3013.961
-11.476,3071.832
-11.447,3139.468
-11.37,3219.763
-11.362,3189.743
-11.406,3200.593
