负压_kPa,实际温度_°C,预测温度_°C
-16.951,84.30000000000001,85.02433917976953
-16.945,84.95,85.29661588992802
-16.93,83.05000000000001,84.27891744964137
-16.926,83.6,84.63109171011
-16.895,85.5,85.83309480240631
-16.88,86.55,86.68304958709433
-16.64,82.75,84.36983021851631
-16.385,86.05000000000001,85.99969625586594
-16.271,87.80000000000001,87.46519361053036
-15.837,89.15,87.74402028758242
-15.547,83.3,83.94437749833985
-15.512,85.4,85.85564650112354
-15.477,86.75,86.109917990584
-15.337,83.35,83.74905240185039
-15.331,83.5,83.86345448496604
-15.301,83.19999999999999,83.84960265757972
-15.292,83.6,83.93505591464398
-15.285,83.4,83.72874170159042
-15.285,82.85,83.82837658300923
-15.272,83.19999999999999,83.65690111163956
-15.266,84.0,84.03926371929433
-15.265,82.8,83.71869418548927
-15.243,83.75,83.8563936592606
-15.242,83.2,83.63289630168289
-15.238,83.0,83.55672853650775
-15.233,83.8,83.93960897695523
-15.232,83.19999999999999,83.4806749657659
-15.232,82.0,81.92255380085494
-15.218,81.15,81.61667937822962
-15.216,83.55,83.96407274228233
-15.216,81.55,82.11106097932398
-15.213,81.35,81.48040782568494
-15.212,81.25,81.97082327039337
-15.209,81.15,81.69544859809922
-15.209,81.8,81.834153623694
-15.205,82.30000000000001,81.99840209858708
-15.19,82.15,81.89975346558353
-15.184,82.4,82.03497137906386
-15.183,83.25,83.61407936094038
-15.18,83.35,83.85210738368541
-15.172,82.45,81.9757618986152
-15.158,86.05,83.91476914024668
-15.145,87.35,85.61033043278
-15.145,85.0,83.7129791680642
-15.09,83.4,84.59575028909728
-15.087,82.35,82.65889148360269
-15.086,83.25,84.0267365348486
-15.086,83.6,84.24420219116793
-15.082,82.35,82.08395711606319
-15.08,82.4,82.13191287659798
-15.069,83.44999999999999,84.0067286850152
-15.069,82.7,82.06975466585466
-15.069,83.5,84.18889714784336
-15.052,83.75,83.62224852880757
-15.031,83.95,84.06422570570383
-15.031,83.25,83.57839815670656
-15.022,83.1,83.5914191767678
-15.019,83.6,83.86753261483052
-15.019,83.7,83.70736814707628
-15.008,83.1,83.55495290819736
-15.006,83.75,83.82936782664564
-15.001,84.1,84.29874394667219
-14.997,83.45,83.82444003696273
-14.983,84.9,84.54040718204529
-14.981,83.9,84.13551700644906
-14.978,82.9,83.4681477203804
-14.974,84.35,84.47002923370586
-14.974,85.15,84.84977192854605
-14.974,83.7,83.88579239925197
-14.969,83.95,84.30151344645029
-14.966,83.0,83.57686202644152
-14.964,82.1,81.88357956428969
-14.963,82.4,81.91776142128424
-14.96,83.69999999999999,83.8481266308243
-14.959,85.25,85.41210432937186
-14.955,82.35,81.89539064017052
-14.95,83.0,83.60682056442651
-14.949,82.3,81.92801309940644
-14.949,83.5,83.87461139415961
-14.946,81.85,81.87008830300294
-14.946,82.19999999999999,81.95737009030513
-14.941,81.5,81.85261604264228
-14.938,81.45,81.88540092105019
-14.937,81.85,81.81870770657935
-14.933,82.5,81.99370135699799
-14.926,81.69999999999999,81.7629499194177
-14.918,83.35,83.73187338278977
-14.914,81.75,81.80147572584761
-14.912,84.45,83.95725961073278
-14.912,82.6,82.06511656822848
-14.912,84.2,83.95211070253202
-14.909,83.95,84.23408916803194
-14.909,84.55,84.00133736483284
-14.9,81.65,81.78471392440287
-14.895,82.45,82.18572933280574
-14.892,87.6,86.57381850288452
-14.889,84.35,83.96614971687856
-14.886,88.85,86.56466378160252
-14.884,83.1,83.62526501441104
-14.881,82.6,82.00241614905408
-14.859,83.1,83.41715861600724
-14.856,83.1,83.59296770383855
-14.828,83.55,84.1824139740677
-14.806,84.55,84.40404775138283
-14.8,92.55,89.74753522959931
-14.796,82.25,82.0959048962436
-14.792,82.25,82.6749296837057
-14.792,91.19999999999999,90.2621703176193
-14.786,90.55000000000001,88.34429279560695
-14.786,95.45,92.69534436052618
-14.784,82.85,83.14025868860269
-14.782,99.4,93.98782358424005
-14.778,105.3,94.39783114489934
-14.766,82.55000000000001,83.03975154563305
-14.761,88.85,86.11688277459163
-14.755,83.6,83.70371910225624
-14.752,83.25,83.66697834494624
-14.747,82.35,82.24181692788275
-14.743,83.0,82.60992714752528
-14.74,83.4,83.92122142958834
-14.736,82.45,82.06125241756972
-14.736,82.5,82.08024555596462
-14.73,83.4,83.38855082807689
-14.725,83.5,83.7862828320848
-14.724,83.3,83.55967425988187
-14.724,83.85,84.50154209395045
-14.715,83.5,83.62956010375919
-14.713,83.25,82.74198775633488
-14.71,82.9,84.12146940921315
-14.71,84.05,84.49647205774387
-14.707,83.55,84.32497587486851
-14.707,82.05000000000001,82.29818779607378
-14.703,83.3,83.75369711036637
-14.703,85.2,83.8836339147048
-14.703,83.94999999999999,84.7096976470208
-14.699,82.0,82.02029969620958
-14.696,81.8,83.79094661136311
-14.695,82.6,82.27209934721397
-14.695,83.7,84.17694409125575
-14.691,84.4,84.33381319389024
-14.691,84.7,84.07567847640983
-14.689,82.8,81.69009469384851
-14.683,82.6,82.30546718214295
-14.68,83.1,82.86296398454444
-14.679,83.45,83.5349535845813
-14.679,83.95,84.31422998712078
-14.679,83.65,83.72525606913572
-14.677,83.85,83.63583154034677
-14.676,84.05,84.54492317060652
-14.676,83.85,84.19112024021743
-14.676,82.8,83.67588431609735
-14.674,82.9,82.36770783739958
-14.673,83.15,83.11647052348918
-14.673,84.05,84.02723390364956
-14.672,82.5,82.43700795943379
-14.672,84.80000000000001,84.20718659767276
-14.67,83.3,83.71194020490167
-14.67,82.95,82.96399707410882
-14.67,83.8,84.24506467686162
-14.669,84.85,84.54025197047179
-14.668,84.15,84.17121127890691
-14.667,84.4,84.25535582612693
-14.666,84.30000000000001,84.11240033516302
-14.663,83.5,83.67891217286254
-14.663,84.25,84.29651166948963
-14.659,82.35,82.29584256223593
-14.658,83.65,84.2043657725243
-14.657,84.6,84.33086065461409
