1#大烟道温度,CO浓度_mg_m3
158.7,3323.568
158.4,3284.867
157.9,3312.355
157.7,3319.951
157.9,3331.163
158.5,3368.417
159.0,3308.377
159.4,3265.335
160.0,3250.145
160.4,3284.867
160.4,3284.867
159.7,3331.163
158.9,3338.759
158.5,3391.927
158.8,3475.477
159.6,3434.245
160.6,3418.692
161.7,3351.418
162.9,3300.419
164.4,3250.145
165.8,3113.426
165.2,3063.513
165.3,3002.749
165.2,3220.125
164.3,3193.359
163.6,3189.743
162.7,3197.338
161.7,3265.335
160.7,3284.505
159.8,3338.759
158.8,3407.118
157.9,3386.502
157.4,3391.927
157.5,3357.567
157.9,3387.949
158.4,3350.333
158.5,3297.888
158.1,3368.417
157.4,3396.629
156.8,3407.118
156.4,3395.544
155.9,3368.417
155.4,3426.649
155.1,3582.537
155.1,3654.876
155.5,3716.725
156.2,3696.832
156.9,3654.876
157.6,3666.088
158.5,3582.537
159.5,3604.963
160.5,3544.199
161.4,3465.35
162.2,3475.839
162.7,3437.5
162.9,3483.073
162.4,3532.625
161.7,3594.473
160.1,3608.579
158.5,3697.193
158.4,3841.146
158.9,3969.908
158.9,3951.823
158.7,3921.441
158.7,3956.163
159.1,3997.396
159.8,3973.886
160.5,3967.014
161.4,3996.672
162.1,4062.5
162.4,4020.182
163.0,4008.247
163.5,3977.503
164.1,3917.463
165.5,3913.846
166.7,3966.291
167.5,3924.696
168.1,3898.655
168.4,3902.272
167.5,3780.02
165.3,3779.659
162.4,3692.853
159.2,3681.279
156.1,3734.447
153.7,3757.234
152.6,3711.299
152.7,2869.647
153.9,2157.842
155.6,3598.09
157.7,3658.493
159.4,3540.22
160.3,3475.839
160.4,3438.223
159.9,3505.859
159.2,3563.006
158.2,3567.347
157.2,3486.69
156.1,3540.22
154.9,3517.433
153.8,3525.752
153.5,3521.05
154.2,3536.242
156.1,3479.456
158.6,3376.013
160.9,3323.568
162.6,3323.568
163.2,3305.122
162.9,3418.692
161.8,3475.839
160.7,3449.436
159.7,3475.839
158.6,3501.881
157.7,3441.84
157.5,3464.989
158.1,3438.223
159.1,3453.415
159.9,3387.587
160.5,3276.91
160.3,3308.015
159.7,3323.568
158.5,3399.523
157.3,3453.415
156.6,3556.135
156.0,3623.77
156.4,3559.751
157.2,3601.346
158.0,3540.582
158.9,3505.859
160.2,3563.73
161.5,3555.411
162.8,3517.433
163.6,3498.264
163.8,3509.838
163.1,3574.942
161.8,3604.963
160.7,3662.471
160.3,3734.447
160.2,3730.469
160.3,3708.044
160.9,3646.557
162.0,3708.767
163.0,3638.961
163.6,3631.366
164.0,3708.044
164.1,3715.639
164.2,3848.38
163.7,3761.213
163.1,3734.447
162.6,3799.913
162.4,3768.084
162.2,3787.977
161.9,3756.872
161.6,3742.043
161.4,3783.999
161.7,3730.107
162.5,3773.148
163.4,3756.872
163.7,3749.277
163.4,3740.596
162.8,3830.295
162.0,3859.23
161.1,3829.933
160.7,3806.062
160.7,3855.975
160.7,3875.145
160.4,3897.931
159.9,3890.335
158.9,3852.358
157.4,3890.335
155.9,4031.756
154.6,4122.541
153.6,4225.26
152.8,4255.642
151.9,4343.171
151.4,4325.087
151.7,4416.233
152.7,4415.509
154.2,4397.063
155.2,4339.916
154.7,4271.195
154.9,4621.311
155.9,4652.054
156.7,4518.229
157.8,4321.108
159.2,4221.282
160.4,4122.541
161.3,4015.842
161.5,3940.611
161.3,3951.823
160.8,3944.227
160.2,3947.483
158.9,3985.46
157.7,3955.802
157.4,4149.306
157.9,4114.945
158.9,4070.096
160.3,3955.802
161.9,3932.292
163.0,3928.675
163.3,3866.826
163.5,3871.166
163.3,3844.401
163.0,3875.145
162.7,3783.999
162.6,3813.658
162.5,3737.703
162.5,3704.427
162.9,3642.94
162.7,3619.792
162.7,3497.902
162.4,3556.135
161.8,3582.537
161.2,3574.581
160.5,3658.493
159.8,3696.832
159.6,3704.427
160.0,3704.789
161.1,3646.919
162.7,3522.497
164.2,3426.287
165.2,3315.972
165.6,3276.91
165.7,3220.486
165.5,3168.764
165.1,3254.123
164.2,3265.335
163.0,3296.441
161.1,3399.161
159.2,3566.985
157.7,3696.832
156.8,3818.359
156.2,3863.209
156.4,3841.146
157.4,3814.381
159.2,3756.872
161.0,3685.257
162.7,3548.177
164.3,3460.648
166.0,3453.053
167.4,3429.905
168.1,3407.118
167.8,3426.287
167.1,3464.989
166.6,3567.347
167.0,3544.199
168.3,3547.815
169.8,3524.305
171.0,3418.692
172.0,3426.287
172.2,3486.69
171.4,3509.115
170.4,3559.751
169.6,3445.819
168.9,3445.819
169.2,3364.8
169.7,3265.335
169.7,3338.759
169.0,3372.396
168.2,3350.333
167.6,3250.145
167.6,3246.528
167.6,3300.419
166.8,3418.692
165.5,3445.819
163.7,3509.838
162.2,3612.196
160.9,3704.427
159.7,3745.298
158.6,3749.277
157.9,3685.257
157.7,3631.004
157.4,3594.112
156.6,3589.048
155.8,3594.112
155.1,3623.77
154.4,3776.403
154.0,3866.826
155.1,3848.018
156.0,3841.146
156.3,3817.274
156.7,3726.852
157.3,3666.088
157.8,3582.537
158.2,3586.516
158.9,3483.073
159.7,3521.05
160.6,3438.947
161.8,3379.992
163.2,3304.037
164.9,3272.931
166.1,3250.145
167.0,3235.315
167.4,3272.931
167.1,3378.906
166.2,3354.311
165.2,3353.588
164.4,3361.183
163.4,3391.204
162.4,3383.608
161.3,3479.456
160.3,3578.921
158.9,3666.088
157.4,3677.662
156.2,3692.853
155.6,3795.573
155.3,3806.785
155.2,3756.872
155.2,3806.785
155.6,3811.126
156.2,3818.359
157.2,3806.785
158.9,3726.852
160.9,3604.963
162.6,3593.75
163.8,3501.881
164.3,3475.839
164.3,3517.433
164.3,3563.73
164.8,3574.942
165.7,3634.983
167.1,3601.346
169.2,3556.135
171.3,3460.648
172.9,3426.287
173.8,3387.587
172.5,3399.161
170.5,3417.969
168.9,3399.161
168.9,3376.736
169.3,2998.77
169.8,782.697
170.1,2994.792
170.4,3231.699
170.4,3231.699
169.7,3276.91
168.4,3364.077
166.8,3429.905
165.6,3460.648
164.5,3555.049
163.7,3525.029
163.6,3552.517
164.1,3555.411
166.3,3520.327
168.6,3540.22
169.9,3483.073
170.4,3456.669
170.5,3414.713
170.7,3423.394
170.3,3468.605
169.4,3441.117
168.7,3342.737
168.6,3308.015
168.8,3276.91
169.0,3220.486
169.2,3201.678
169.2,3200.955
168.7,3234.592
167.7,3169.85
166.2,3204.933
164.5,3342.737
163.6,3379.992
162.6,3426.287
161.4,3528.646
160.4,3631.366
160.1,3642.94
160.2,3704.789
160.2,3688.513
159.9,3685.619
160.1,3666.088
161.0,3638.961
162.4,3594.112
164.0,3574.581
165.6,3493.562
167.4,3449.074
168.9,3364.8
170.0,3315.972
170.0,3269.314
169.3,3308.015
168.4,3323.568
167.6,3354.311
167.1,3395.182
166.8,3445.819
166.8,3509.838
166.8,3483.073
166.9,3441.84
167.0,3445.457
167.1,3407.118
167.4,3433.883
168.1,3399.161
168.4,3413.267
168.4,3376.013
168.1,3434.245
167.8,3544.199
168.1,3536.242
168.5,3634.621
168.7,3627.387
168.4,3681.279
168.2,3627.387
168.8,3646.557
169.9,3559.751
171.5,3479.456
173.2,3418.692
174.2,3376.013
173.4,3474.031
173.0,3528.646
171.7,3471.861
169.7,3666.088
169.1,3936.994
168.7,3973.886
168.6,3696.832
168.7,3680.917
168.9,3700.449
168.9,3696.832
168.7,3726.852
168.4,3715.639
169.5,3692.853
170.3,3799.19
170.5,3658.131
170.3,3726.852
170.3,3726.852
170.8,3745.298
171.3,3741.681
171.8,3604.601
172.0,3535.518
171.8,3547.815
171.2,3520.689
170.1,3525.029
168.8,3574.942
167.9,3631.366
167.6,3733.724
168.7,3776.403
170.6,3811.126
172.6,3650.897
173.9,3722.873
174.4,3670.067
174.7,3708.767
174.9,3745.298
175.5,3756.872
176.4,3719.618
177.2,3689.236
177.2,3638.961
176.9,3658.493
176.7,3563.006
176.5,3567.347
176.2,3598.09
176.2,3571.325
176.2,3634.983
175.9,3627.387
175.5,3658.493
175.1,3738.064
175.1,3737.703
175.4,3682.002
175.5,3735.894
175.9,3677.662
176.2,3730.107
176.4,3726.852
176.4,3689.236
177.0,3640.046
177.5,3574.942
177.8,3529.369
177.6,3604.239
176.7,3574.942
175.1,3654.152
173.6,3661.748
172.6,3715.278
172.6,3715.278
174.1,3693.215
176.3,3619.43
178.8,3650.897
180.6,3616.175
182.0,3586.516
183.2,3509.115
184.0,3406.756
184.0,3338.759
183.6,3212.891
182.4,3292.463
180.9,3323.568
179.3,3708.044
177.2,3594.112
175.1,3472.584
172.7,3406.756
170.4,3464.989
168.7,3535.88
168.3,3578.921
168.4,3601.346
168.0,3722.873
167.3,3725.767
166.7,3776.042
166.0,3852.358
165.3,3897.931
164.7,3920.356
164.4,3890.335
164.8,3772.063
166.3,3726.852
168.7,3662.471
171.6,3556.135
174.8,3567.347
177.8,3517.433
180.1,3494.285
181.3,3464.989
181.6,3437.5
181.3,3471.861
180.2,3441.84
178.8,3445.457
176.7,3509.838
174.6,3627.387
173.3,3601.346
173.3,3654.876
173.9,3616.175
174.6,3594.112
175.1,3654.876
175.7,3700.449
175.6,3646.557
174.7,3694.662
173.4,3677.662
172.6,3627.387
172.6,3517.433
173.6,3456.669
175.2,3350.333
177.0,3284.505
178.5,3209.997
179.4,3166.594
179.3,3158.999
178.4,3292.101
176.7,3383.608
174.5,3559.751
172.0,3917.463
169.7,4232.856
167.6,4358.724
166.3,3921.441
165.8,3673.683
166.2,3649.812
167.3,3623.77
168.7,3540.22
170.0,3518.88
171.5,3498.264
172.5,3453.053
173.3,3354.311
173.7,3300.419
174.5,3280.527
174.9,3228.082
174.0,3367.694
172.4,3471.861
170.4,3556.135
169.4,3551.794
168.9,3654.152
168.7,3726.852
168.6,3586.516
168.5,3689.236
168.5,3642.94
168.4,3726.128
168.4,3715.639
168.6,3662.471
169.4,3612.196
170.3,3513.455
171.5,3433.883
172.2,3372.396
170.3,3414.713
169.6,3779.659
168.9,3673.683
168.3,4126.157
167.6,4446.253
167.1,4471.933
166.8,4597.801
166.6,4553.313
166.2,4557.292
165.6,4648.076
165.1,4385.489
165.2,3509.115
166.2,3551.794
168.7,3501.519
172.6,3288.846
175.9,3181.785
177.9,1586.372
178.0,2424.045
176.6,3204.21
173.9,3301.867
169.9,3311.632
165.9,3536.242
164.2,3238.571
165.0,3238.571
168.1,3229.167
171.8,3105.107
175.3,3060.619
179.4,3017.216
181.7,3342.737
180.2,3201.678
176.3,2717.737
172.7,2573.785
169.9,2777.416
167.9,2759.693
166.4,2758.247
165.9,2758.97
166.0,2785.373
165.8,2754.992
165.9,2776.331
166.2,2758.97
166.6,2781.756
167.6,2808.883
168.4,2910.518
168.0,2991.175
167.0,2899.667
164.3,2892.433
161.5,2781.395
159.2,2903.284
157.1,3010.344
155.2,3006.004
154.4,2980.324
154.1,2991.537
154.2,2994.792
151.6,3083.044
148.8,2660.229
146.4,2533.999
145.4,2511.213
146.0,2378.472
146.2,2493.128
146.6,2618.635
147.4,2705.802
147.9,3272.931
147.9,3959.419
148.2,4521.846
148.5,4766.71
149.4,4937.066
151.0,4552.59
153.1,3866.826
155.4,3497.902
157.8,3379.992
160.0,3254.123
162.1,3177.807
163.5,3170.573
163.7,3135.127
162.8,3155.382
161.4,3200.955
160.4,3280.527
159.7,3315.611
159.2,3346.354
158.4,3311.632
157.5,3288.846
157.2,3231.699
157.3,3228.082
157.4,3216.869
157.3,3127.532
157.2,3101.852
157.4,3116.681
157.9,3148.148
158.4,3169.85
159.0,3094.618
159.7,3116.681
161.8,3127.532
169.0,3189.743
171.4,2884.115
170.6,2720.269
168.6,2819.734
167.1,2945.963
166.3,3086.661
165.9,3135.851
165.8,3101.852
165.5,3223.38
165.4,3319.951
165.3,3402.778
165.5,3418.692
165.5,3411.097
164.9,3497.179
165.0,3616.175
165.1,3707.682
165.6,3661.748
166.4,3426.287
168.2,3354.311
170.6,3231.699
173.0,3231.699
174.8,3170.935
175.9,3098.597
176.5,3113.426
175.0,2994.792
172.8,2777.778
170.9,2758.97
169.0,2812.862
166.9,2918.475
165.0,2915.22
163.5,3032.769
162.1,3040.726
160.7,3212.529
159.5,3224.103
158.8,3319.951
158.0,3486.69
159.5,3917.463
161.0,3501.881
162.3,3250.145
163.2,3193.359
163.5,3170.573
163.4,3242.188
163.2,3257.74
163.2,3288.846
163.7,3345.993
164.3,3311.632
164.7,3280.527
164.9,3272.931
165.3,3250.145
166.0,3312.355
167.9,3327.546
170.0,3246.528
172.0,3224.465
173.4,3127.532
174.7,3127.532
176.2,3117.043
177.8,3118.49
179.3,3162.977
180.2,3177.084
180.5,3147.063
179.9,3174.19
178.5,3189.743
175.8,3131.51
173.1,3138.021
170.9,3193.721
168.8,3276.91
166.8,3323.568
164.8,3319.951
162.8,3383.608
161.9,3342.737
160.7,3356.481
159.9,3387.587
159.2,3368.417
159.1,3304.037
159.2,3280.165
159.4,3193.721
159.8,3124.638
160.6,2982.494
162.4,2843.244
165.1,2714.12
167.9,2683.015
170.2,2618.635
172.3,2629.123
175.0,2717.737
177.0,2839.265
178.8,2883.753
180.9,2895.689
179.8,2769.821
179.1,2725.333
179.6,2713.397
179.8,2671.441
179.0,2477.937
178.8,2375.217
179.8,2466.363
180.1,2408.492
182.5,2396.557
188.8,2686.632
188.9,2792.607
187.1,2515.191
185.0,2584.274
182.6,2663.846
180.7,2754.992
178.5,2714.12
176.1,2761.502
172.6,3017.94
170.0,3441.479
168.1,3650.897
166.0,3818.721
163.9,3798.828
161.9,3944.227
159.9,4153.646
157.7,4450.593
155.8,4674.479
155.0,5120.082
155.4,5349.03
156.4,5360.243
157.7,5222.801
159.2,4934.172
161.0,4727.286
163.0,4449.147
165.0,4144.965
167.0,3858.869
169.3,3670.067
171.8,3634.983
174.1,3590.133
174.5,3563.006
174.3,3610.026
173.5,3567.347
171.8,3619.792
169.8,3623.047
167.4,3563.73
165.7,3687.066
164.6,3833.912
163.4,3913.122
162.3,3840.784
161.1,3932.653
159.7,3969.546
158.4,3947.483
157.7,4039.352
158.3,4042.969
159.2,4054.905
159.8,4126.519
161.7,4118.562
163.7,4105.903
165.2,4172.454
166.0,4031.756
166.0,3929.037
165.9,3852.358
165.1,3799.19
164.3,3712.023
164.0,3696.832
163.6,3662.471
163.1,3669.343
162.6,3715.639
162.2,3772.063
162.2,3753.617
161.9,3712.385
161.3,3662.471
160.7,3719.618
160.6,3844.401
161.6,3897.57
163.5,3844.401
166.6,3776.042
169.8,3673.683
172.4,3563.73
173.9,3461.01
173.7,3586.516
172.8,2965.495
170.8,1292.318
169.0,3468.244
167.8,3677.662
167.1,3673.683
166.6,3752.894
166.1,3731.554
165.4,3708.044
165.1,3712.385
164.8,3760.489
164.4,3760.489
163.7,3692.853
163.2,3726.852
162.7,3754.34
162.0,3780.02
160.6,3795.573
158.7,3829.933
156.7,3956.163
155.2,4004.268
154.7,4106.988
154.8,4096.499
155.8,4050.564
157.0,3981.481
159.5,3940.611
162.4,3737.703
165.3,3794.85
167.1,3772.425
167.6,3688.151
167.5,3692.853
167.0,3760.489
165.8,3897.931
164.2,3966.652
162.2,4066.479
160.2,4252.025
158.2,4368.851
156.6,4412.254
156.2,4411.892
157.0,4377.894
159.2,4266.855
161.4,4217.665
163.1,4099.392
164.5,4088.18
165.8,4053.458
166.8,3943.504
167.5,3929.037
167.1,3875.145
166.3,3833.912
166.1,3885.634
166.0,4035.373
165.5,4019.821
165.1,3973.886
164.7,4035.373
164.0,4000.651
163.7,3885.995
163.2,3969.546
162.4,3996.311
161.4,4008.608
160.5,3886.719
160.4,3948.206
161.4,3882.74
163.0,3802.445
164.2,3782.914
165.0,3658.493
165.7,3703.704
165.8,3799.913
165.6,3772.063
164.0,3855.614
162.4,3897.931
161.1,3901.91
160.0,3736.618
161.1,3996.672
162.5,4099.754
163.2,3897.931
163.5,3764.468
163.2,3744.936
162.6,3704.427
162.2,3659.578
162.3,3654.152
162.9,3619.792
162.8,3634.983
162.0,3566.985
