9#风箱负压,CO浓度_mg_m3
-13.988,3395.182
-14.01,3341.291
-14.029,3308.015
-14.021,3231.699
-14.026,3197.7
-13.993,3296.079
-13.999,3379.992
-14.0,3464.265
-13.949,3439.67
-13.985,3399.161
-13.963,3296.441
-13.949,3197.338
-13.94,3200.955
-13.947,3101.852
-13.993,3123.915
-14.02,3166.233
-13.893,3234.592
-14.529,3347.078
-14.55,3395.544
-14.486,3426.649
-14.49,3501.519
-14.516,3619.792
-14.559,3544.922
-14.564,3582.537
-14.554,3532.625
-13.985,3486.69
-13.987,3414.713
-13.976,3272.931
-13.955,3254.123
-13.961,3266.059
-13.987,3273.655
-14.036,2679.037
-14.051,1848.958
-14.041,3117.043
-14.003,3228.082
-13.966,3205.295
-13.953,3250.145
-14.041,3232.06
-14.071,3181.785
-14.088,3116.681
-14.083,3224.465
-14.07,3350.333
-14.091,3315.972
-14.114,3327.546
-14.119,3257.74
-14.033,3209.274
-14.009,3166.233
-13.9,3253.038
-13.93,3097.873
-14.003,3166.233
-13.996,3193.359
-13.983,3197.338
-14.017,3224.465
-13.925,3197.7
-13.984,3284.867
-14.044,3254.123
-14.028,3209.635
-13.977,3220.486
-14.0,3265.335
-14.007,3335.142
-14.004,3216.869
-13.995,3186.126
-13.987,3191.912
-14.003,3257.74
-14.024,3330.802
-14.025,3342.737
-14.035,3376.013
-14.035,3372.396
-14.01,3361.183
-14.011,3338.759
-14.058,3383.608
-14.048,3453.053
-14.103,3407.118
-14.139,3380.353
-14.095,3300.419
-14.091,3308.015
-14.166,3277.995
-14.137,3335.142
-14.137,3387.949
-14.085,3461.01
-14.076,3594.112
-14.09,3696.832
-14.08,3642.94
-14.089,3601.346
-14.078,3551.794
-14.044,3563.73
-14.11,3525.029
-14.13,3399.523
-14.138,3315.972
-14.115,3414.713
-13.987,3475.839
-14.127,3666.088
-14.144,3905.527
-14.037,3673.683
-14.137,3611.834
-14.095,3429.905
-14.133,3379.992
-14.129,3364.8
-13.935,3391.204
-13.874,3505.859
-13.851,3741.681
-13.861,3855.975
-13.891,3855.614
-13.89,3783.637
-13.88,3776.403
-13.864,3841.146
-13.854,3833.55
-13.856,3901.91
-13.895,3814.019
-13.891,3768.808
-13.842,3844.401
-13.849,3841.146
-13.87,3799.19
-13.836,3798.828
-13.855,3871.166
-13.851,3966.291
-13.839,3969.908
-13.865,4084.563
-13.865,4111.328
-13.881,4121.817
-13.887,4141.348
-13.851,4137.37
-13.836,4015.48
-13.827,4073.713
-13.855,3996.311
-13.866,4034.288
-13.868,3966.291
-13.892,3893.591
-13.909,3943.866
-13.9,3958.695
-13.905,4046.947
-13.912,4061.777
-13.913,4098.307
-13.92,4054.543
-13.933,4054.543
-13.928,4080.584
-13.929,3988.715
-13.923,4008.247
-13.935,4023.438
-13.921,3919.994
-13.912,3901.186
-13.911,3833.55
-13.894,3775.318
-13.881,3719.618
-13.88,3628.111
-13.869,3582.176
-13.866,3558.304
-13.854,3547.815
-13.874,3574.942
-13.902,3571.325
-13.883,3494.285
-13.824,3547.815
-13.824,3578.921
-13.831,3571.325
-13.817,3505.498
-13.846,3490.669
-13.82,3528.646
-13.855,3525.029
-13.844,3464.989
-13.858,3426.287
-13.864,3357.928
-13.827,3254.123
-13.932,3205.295
-13.894,3212.891
-13.979,3257.74
-13.983,3197.7
-13.998,3304.037
-14.029,3354.311
-14.006,3391.927
-14.016,3438.223
-13.715,3346.354
-13.678,3319.951
-13.638,3257.74
-13.627,3372.396
-13.645,3505.498
-13.623,3433.883
-13.615,3437.5
-13.617,3453.415
-13.593,3418.692
-13.568,3461.01
-13.582,3438.223
-13.531,3383.608
-13.515,3457.031
-13.449,3578.921
-13.439,3604.963
-13.468,3723.235
-13.592,3768.084
-13.59,3650.897
-13.608,3617.622
-13.622,3631.004
-13.62,3708.044
-13.605,3704.789
-13.674,3707.682
-13.633,3627.387
-13.633,3757.234
-13.583,3791.956
-13.6,3844.04
-13.552,3866.826
-13.534,3874.783
-13.543,3981.12
-13.551,4065.755
-13.572,4137.37
-13.581,4123.987
-13.59,4188.006
-13.6,4176.071
-13.617,4195.24
-13.601,4199.581
-13.634,4196.325
-13.765,4313.875
-13.887,4754.413
-14.132,4852.431
-14.405,4597.801
-14.445,4628.544
-14.452,4678.458
-14.475,4621.311
-14.509,4549.335
-14.479,4490.379
-14.48,4393.085
-14.477,4328.342
-14.479,4267.578
-14.458,4243.707
-14.45,4195.602
-14.483,4283.131
-14.48,4385.127
-14.506,4294.343
-14.267,4396.702
-14.041,4252.387
-14.022,4190.9
-14.021,4134.115
-14.022,4129.774
-14.017,4168.475
-14.034,4184.39
-13.981,4236.835
-14.006,4267.216
-14.007,4180.049
-13.616,4317.491
-14.44,4332.682
-14.44,4301.939
-14.417,4240.452
-14.419,4259.621
-14.406,4271.557
-14.406,4329.427
-14.4,4365.958
-14.423,4310.257
-14.486,4217.303
-14.402,4295.066
-14.409,4214.41
-14.848,4435.041
-14.963,4472.294
-14.931,4667.607
-14.949,4705.223
-14.893,4755.136
-14.881,4624.566
-14.865,4670.862
-14.942,4564.525
-14.998,4567.781
-14.946,4555.845
-14.989,4541.377
-14.551,4399.233
-14.397,4157.625
-14.385,4046.224
-14.177,4102.648
-14.237,4160.518
-14.256,4207.176
-14.243,4210.431
-14.27,4244.792
-14.311,4271.195
-14.322,4191.985
-14.324,4095.052
-14.415,4027.778
-14.386,3953.27
-14.459,3837.891
-14.22,3814.381
-14.203,3741.681
-14.189,3501.519
-13.932,885.778
-13.923,3357.567
-13.917,3642.94
-13.918,3646.919
-13.94,3674.407
-13.94,3615.451
-13.921,3616.175
-13.931,3604.963
-13.933,3631.727
-13.912,3598.09
-13.895,3598.09
-13.9,3586.878
-13.923,3438.223
-13.91,3354.311
-13.927,3300.419
-13.979,3269.314
-13.968,3331.163
-13.95,3395.544
-13.927,3448.713
-13.925,3426.287
-13.924,3464.989
-13.909,3453.415
-13.918,3365.162
-13.916,3475.839
-13.93,3521.05
-14.192,3524.305
-14.207,3567.347
-14.21,3525.029
-14.21,3498.264
-14.183,3486.328
-14.175,3517.433
-14.169,3619.792
-14.152,3616.175
-14.147,3631.366
-14.171,3567.347
-14.18,3501.881
-14.185,3422.309
-13.914,3386.14
-13.91,3342.737
-13.898,3257.74
-13.939,3304.037
-13.899,3212.891
-13.881,3166.233
-13.87,3238.571
-13.84,3286.314
-13.823,3361.183
-13.854,3449.436
-13.85,3403.139
-13.872,3407.118
-13.873,3438.223
-13.879,3430.628
-13.877,3423.033
-13.874,3418.692
-13.861,3498.264
-13.834,3525.029
-13.911,3525.029
-13.879,3494.285
-13.845,3517.433
-13.89,3610.026
-13.891,3563.73
-13.881,3594.112
-13.893,3616.175
-13.883,3547.815
-13.89,3574.942
-13.875,3528.284
-13.891,3498.264
-13.875,3552.156
-13.874,3624.132
-13.876,3650.535
-13.883,3662.471
-13.879,3556.135
-13.873,3544.199
-13.798,3563.73
-13.798,3520.689
-13.779,3475.839
-13.76,3433.883
-13.751,3395.182
-13.733,3433.883
-13.764,3461.01
-13.742,3461.01
-13.728,3395.544
-13.757,3509.838
-13.784,3642.94
-13.767,3586.516
-13.789,3601.346
-13.798,3608.579
-13.81,3563.73
-13.812,3540.22
-13.993,3457.031
-13.992,3426.287
-13.979,3457.031
-13.993,3411.097
-13.987,3460.648
-13.985,3494.285
-13.978,3461.01
-13.968,3479.094
-13.977,3567.347
-13.965,3563.006
-13.978,3528.646
-13.991,3525.029
-14.006,3566.623
-14.006,3505.859
-14.037,3426.287
-14.024,3391.927
-13.996,3406.033
-13.998,3354.311
-14.006,3399.523
-14.018,3404.586
-14.006,3445.819
-14.013,3479.456
-14.035,3528.646
-14.035,3575.666
-14.029,3552.156
-14.063,3479.456
-14.33,3435.692
-14.32,3422.309
-14.308,3391.927
-14.306,3376.736
-14.311,3357.567
-14.292,3319.951
-14.3,3265.335
-14.301,3272.57
-14.296,3232.06
-14.298,3242.549
-14.297,3216.869
-14.289,3254.123
-14.275,3269.676
-14.285,3257.74
-14.303,3284.867
-14.28,3288.846
-14.276,3376.736
-14.287,3387.587
-14.268,3414.713
-14.256,3407.118
-14.261,3395.544
-14.257,3395.544
-14.271,3304.037
-14.25,3319.951
-14.262,3280.527
-14.279,3284.867
-14.27,3319.951
-14.253,3331.163
-14.261,3246.528
-14.276,3232.06
-14.261,3239.294
-14.253,3284.867
-14.268,3368.417
-14.27,3331.163
-14.279,3246.528
-14.25,3158.999
-14.25,3131.872
-14.214,3106.192
-14.212,3131.872
-14.188,3083.767
-14.195,3139.468
-14.189,3116.681
-14.188,3158.637
-14.185,3116.681
-14.16,3067.853
-14.138,3112.703
-14.126,3139.106
-14.119,3151.403
-14.106,3193.721
-14.276,3166.233
-14.283,3205.295
-14.322,3219.763
-14.412,3234.592
-14.405,3296.441
-14.397,3351.418
-14.374,3308.015
-14.356,3270.037
-14.357,3254.123
-14.364,3212.167
-14.36,3150.318
-14.341,3139.468
-14.342,3135.127
-14.349,3154.297
-14.338,3177.084
-14.33,3234.954
-14.339,3338.759
-14.331,3368.417
-14.368,3414.713
-14.353,3510.2
-14.378,3574.942
-14.378,3601.346
-14.369,3639.323
-14.11,3504.774
-14.107,3422.309
-14.099,3419.054
-14.092,3422.309
-14.081,3357.567
-14.081,3368.417
-14.069,3379.992
-14.089,3422.309
-14.103,3438.223
-14.106,3516.71
-14.108,3528.646
-14.147,3574.942
-14.147,3649.812
-14.144,3650.535
-14.153,3725.767
-14.159,3715.639
-14.162,3737.703
-14.158,3708.044
-14.162,3726.852
-14.171,3723.235
-14.177,3654.876
-14.164,3631.366
-14.177,3501.519
-14.183,3468.244
-14.158,3379.992
-14.216,3353.588
-14.189,3265.335
-14.212,3212.891
-14.215,3364.8
-14.207,3308.015
-14.218,3368.417
-14.183,3350.333
-14.169,3372.396
-14.232,3414.352
-14.185,3335.142
-14.23,3346.354
-14.044,3308.015
-14.24,3272.931
-14.193,3468.244
-14.256,3544.56
-14.188,3264.974
-14.238,3311.632
-14.175,3261.719
-14.182,3346.354
-14.164,3422.309
-14.185,3395.544
-14.164,3411.097
-14.181,3357.567
-14.17,3434.245
-14.419,3391.927
-14.428,3536.242
-14.422,3639.323
-14.452,3640.408
-14.435,3670.067
-14.416,3631.366
-14.426,3658.493
-14.44,3753.617
-14.439,2013.166
-14.459,2880.859
-14.471,3784.361
-14.482,3897.931
-14.509,3825.593
-14.509,3772.063
-14.516,3704.789
-14.509,3665.365
-14.501,3567.347
-14.506,3483.435
-14.493,3490.669
-14.758,3456.669
-14.772,3501.881
-14.784,3563.73
-14.767,3590.133
-14.777,3453.053
-14.797,3331.163
-14.786,3292.101
-14.754,3265.335
-14.739,3319.951
-14.737,3383.608
-14.742,3464.989
-14.732,3464.989
-14.772,3461.01
-14.811,3483.073
-14.781,3398.438
-14.779,3433.883
-14.786,3399.161
-14.808,3391.204
-14.785,3327.546
-14.819,3312.355
-14.816,3319.951
-14.81,3272.931
-14.779,3224.465
-14.796,3231.699
-14.791,3284.867
-14.765,3315.972
-14.737,3284.867
-14.483,3246.528
-14.466,3162.977
-14.422,3082.682
-14.408,3079.065
-14.393,3139.468
-14.234,3123.915
-14.29,3138.382
-14.282,3150.318
-14.292,3174.19
-14.281,3208.55
-14.289,3268.953
-14.281,3379.992
-14.289,3407.118
-14.298,3419.054
-14.315,3395.544
-14.323,3361.183
-14.308,3312.355
-14.298,3254.123
-14.323,3205.295
-14.318,3239.294
-14.334,3235.677
-14.343,3311.632
-14.346,3323.568
-14.346,3361.183
-14.357,3403.139
-14.334,3418.692
-14.201,3422.309
-14.18,3437.138
-14.137,3449.436
-14.097,3426.287
-14.076,3372.396
-14.048,3364.8
-14.2,3399.523
-14.186,3376.013
-14.222,3364.8
-14.192,3296.441
-14.167,3281.25
-14.167,3331.163
-14.181,3342.737
-14.201,3281.25
-14.225,3197.7
-14.236,3132.234
-14.249,2998.77
-14.238,2987.919
-14.229,3033.131
-14.244,3102.937
-14.245,3254.123
-14.034,3254.123
-14.069,3269.676
-14.117,3246.889
-14.122,3224.465
-14.126,3242.549
-14.119,3235.315
-14.137,3216.869
-14.159,3189.019
-14.137,3158.999
-14.149,3139.829
-14.136,3230.614
-14.129,3276.91
-14.119,3342.737
-14.118,3418.692
-14.104,3475.477
-14.103,3586.516
-14.119,3593.75
-14.111,3604.601
-14.162,3685.257
-14.28,3638.961
-14.46,3564.453
-14.449,3719.256
-14.442,3702.98
-14.441,3638.961
-14.428,3673.683
-14.776,3670.067
-15.013,3822.7
-15.533,3916.739
-16.006,4141.348
-16.031,4310.619
-16.196,4446.615
-16.338,4370.298
-16.322,4408.275
-16.347,4449.87
-16.359,4414.063
-15.628,4267.578
-15.268,4059.245
-15.043,3682.002
-14.669,3372.396
-14.816,3182.509
-14.491,3231.699
-13.884,3362.269
-14.14,2938.006
-13.949,3419.054
-13.95,3239.294
-13.935,3056.641
-13.916,2991.537
-14.342,3098.959
-14.324,3169.85
-14.322,3280.527
-14.33,3304.037
-14.345,3227.72
-14.352,3200.955
-14.638,3139.106
-14.632,3204.933
-14.673,3215.784
-14.679,1000.072
-14.673,81.019
-14.676,24.957
-14.689,1.447
-14.674,1.447
-14.656,13.383
-14.67,9.404
-14.67,13.383
-14.663,8019.749
-14.58,9995.298
-14.452,9998.554
-14.43,9998.554
-14.422,1086.878
-14.402,84.997
-14.397,24.957
-14.393,20.978
-14.393,405.816
-14.393,2953.921
-14.41,3315.972
-14.41,3387.587
-14.393,3374.566
-14.449,3426.287
-14.442,3422.309
-14.484,3430.628
-14.466,3525.029
-14.457,3563.73
-14.478,3635.706
-14.496,3649.088
-14.508,3616.175
-14.51,3563.73
-14.535,3612.196
-14.525,3532.625
-14.533,3501.881
-14.536,3472.584
-14.525,3450.882
-14.527,3453.415
-14.516,3461.01
-14.509,3364.8
-14.487,3296.441
-14.487,3308.015
-14.468,3315.972
-14.483,3348.886
-14.486,3346.354
-14.487,3284.867
-14.495,3193.721
-14.491,3190.104
-14.482,3193.359
-14.469,3242.549
-14.446,3280.165
-14.453,3311.632
-14.454,3376.736
-14.46,3399.161
-14.926,3407.118
-14.9,3505.859
-14.914,3608.579
-14.937,3639.323
-14.964,3673.683
-14.949,3631.366
-14.955,3578.921
-14.963,3468.244
-14.933,3368.779
-14.912,3361.183
-14.881,3379.992
-14.895,3449.074
-14.946,3498.264
-14.946,3391.927
-14.938,3308.015
-14.941,3246.528
-15.209,3250.145
-15.19,3257.74
-15.184,3315.972
-15.172,3327.546
-15.205,3292.463
-15.232,3296.441
-15.216,3269.314
-15.212,3319.951
-15.218,3296.441
-15.209,3422.309
-15.213,3407.118
-14.483,3383.608
-14.475,3220.486
-14.484,3193.721
-14.491,3151.403
-14.497,3174.19
-14.501,3094.618
-14.482,3090.278
-14.487,3044.705
-14.483,3044.705
-14.475,3079.065
-14.458,3098.959
-14.457,3158.637
-14.713,3170.573
-14.724,3292.463
-15.183,3350.333
-15.18,3501.881
-15.216,3532.625
-15.233,3483.435
-15.031,3388.672
-14.498,3304.398
-14.519,3224.465
-14.475,3196.615
-14.459,3162.977
-14.459,2663.846
-14.466,1125.217
-14.463,3096.065
-14.355,3276.91
-14.404,3261.719
-14.389,3242.911
-14.378,3350.333
-14.397,3421.947
-14.413,3391.927
-14.412,3373.119
-14.406,3273.655
-14.394,3193.721
-14.346,3242.549
-14.341,3331.163
-14.337,3461.01
-14.336,3525.029
-14.361,3563.73
-14.36,3574.942
-14.36,3501.881
-14.643,3461.01
-14.566,3697.193
-14.535,3586.878
-14.529,3536.242
-14.494,3464.989
-14.496,3532.625
-14.529,3556.135
-14.523,3505.859
-14.532,3449.436
-14.503,3414.713
-14.514,3479.456
-14.55,3517.433
-14.539,3490.669
-14.517,3372.396
-14.513,3346.354
-14.501,3323.568
-14.509,3350.333
-14.51,3354.311
-14.487,3346.354
-14.503,3323.568
-14.514,3308.015
-14.501,3261.719
-14.495,3261.719
-14.469,3228.082
-14.45,3281.25
-14.519,3300.419
-14.487,3288.846
-14.465,3387.949
-14.479,3468.605
-14.501,3475.477
-14.516,3464.989
-14.519,3445.819
-14.508,3425.564
-14.509,3395.544
-14.506,3331.163
-14.502,3411.097
-14.519,3419.054
-14.547,3416.522
-14.535,3464.989
-14.558,3475.477
-14.539,3536.242
-14.521,3601.346
-14.533,3619.792
-14.531,3678.024
-14.533,3611.834
-14.368,3619.792
-14.355,3634.26
-14.356,3607.856
-14.383,3654.876
-14.38,3619.792
-14.383,3628.111
-14.382,3589.048
-14.335,3635.706
-14.339,3748.553
-14.308,3768.084
-14.282,3863.209
-14.3,3902.272
-14.331,4023.799
-14.349,4008.608
-14.368,3977.141
-14.359,4066.479
-14.148,4058.883
-14.026,4047.309
-13.99,3981.481
-13.981,3981.481
-13.97,3989.077
-13.979,4004.268
-13.976,4035.373
-13.935,3969.908
-13.931,4118.923
-13.906,4187.645
-14.308,4207.176
-14.691,4195.602
-14.691,4321.47
-14.667,4328.704
-14.655,4222.005
-14.654,4099.392
-14.48,4092.159
-14.49,3973.886
-14.278,3989.077
-14.281,3973.886
-14.294,3956.163
-14.287,3890.697
-14.27,3932.653
-14.297,3894.676
-14.281,3878.762
-14.287,3868.273
-14.286,3867.549
-14.293,3855.975
-14.296,3909.867
-14.383,3906.25
-14.361,3837.891
-14.383,3855.975
-14.909,3817.998
-14.912,3818.721
-14.912,3776.403
-14.909,3749.638
-14.889,3737.703
-14.666,3776.403
-14.668,3666.088
-14.663,3635.706
-14.657,3517.433
-14.636,3552.156
-14.64,3498.264
-14.652,3517.433
-14.669,3505.859
-14.577,3517.433
-14.581,3468.244
-14.576,3418.692
-14.577,3449.436
-14.572,3403.139
-14.544,3449.436
-14.558,3422.309
-14.532,3407.118
-14.535,3457.755
-14.535,3517.433
-14.516,3643.302
-14.561,3627.387
-14.572,3578.921
-14.569,3574.942
-14.618,3516.71
-14.622,3563.73
-14.6,3513.093
-14.61,3399.523
-14.591,3418.692
-14.564,3357.567
-14.551,3304.037
-14.543,3304.037
-14.539,3327.546
-14.516,3272.931
-14.512,3178.169
-14.503,3177.807
-14.483,3189.019
-14.457,3280.527
-14.431,3339.482
-14.432,3475.839
-14.432,3498.264
-14.468,3594.112
-14.556,3639.323
-14.554,3631.004
-14.589,3616.175
-14.605,3543.475
-14.595,3544.56
-14.595,3406.033
-14.584,3383.608
-14.583,3368.417
-14.366,3414.713
-14.312,3357.567
-14.331,3387.949
-14.343,3507.306
-14.352,3601.346
-14.357,3634.983
-14.36,3634.983
-14.319,3666.088
-14.329,3578.921
-14.338,3616.175
-14.323,3631.727
-14.282,3556.135
-14.311,3571.325
-14.026,3567.347
-14.037,3517.433
-14.02,3472.584
-14.014,3483.435
-14.304,3451.606
-14.279,3468.605
-14.276,3604.963
-14.27,3666.088
-14.255,3719.618
-14.531,3757.234
-14.517,3852.358
-14.521,3942.419
-14.525,3981.481
-14.535,3997.396
-14.587,4008.608
-14.596,3952.546
-14.609,3859.954
-14.606,3886.719
-14.628,3858.507
-14.625,3822.7
-14.629,3794.85
-14.647,3768.808
-14.346,3745.298
-14.342,3772.063
-14.335,3708.767
-14.329,3677.662
-14.318,3685.257
-14.337,3689.598
-14.327,3646.919
-14.339,3631.366
-14.357,3563.73
-14.35,3552.156
-14.345,3604.963
-14.322,3634.983
-14.337,3708.767
-14.322,3749.277
-14.313,3741.681
-14.311,3719.618
-14.301,3768.808
-14.287,3848.38
-14.289,3913.846
-14.3,3925.058
-14.305,4051.287
-14.315,4066.479
-14.626,3993.055
-14.618,3996.672
-14.596,3929.037
-14.591,3875.145
-14.626,3795.573
-14.644,3708.767
-14.387,3548.177
-14.806,3665.726
-14.393,4153.646
-14.479,3742.405
-14.44,3547.815
-14.477,3540.22
-14.426,3590.133
-14.441,3627.387
-14.442,3594.112
-14.416,3441.84
-14.424,3419.416
-14.419,3383.608
-14.427,3300.419
-14.458,3209.274
-14.464,3131.872
-14.447,3021.195
-14.41,923.032
-14.364,2611.039
-14.365,2994.792
-14.341,3013.961
-14.318,3071.832
-14.316,3139.468
-14.312,3219.763
-14.303,3189.743
-14.324,3200.593
